,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Clupea_harengus_juvenile,Clupea_harengus_adult,YearQuarter
11433,NS-IBTS,2001,1,20-01-2001 01:40:00 PM,56.8712,0.1598,85,0.0,122.1872974792768,21
11434,NS-IBTS,2001,1,20-01-2001 02:12:00 PM,56.1333,5.7667,52,2.9296908450773227,587.4427832937131,21
11443,NS-IBTS,2001,1,21-01-2001 08:15:00 AM,57.6833,5.1833,106,0.0,15.542850808037576,21
11444,NS-IBTS,2001,1,21-01-2001 11:08:00 AM,56.8867,1.8755,96,0.0,194.1542893101792,21
11445,NS-IBTS,2001,1,21-01-2001 11:16:00 AM,58.0333,4.8833,142,0.0,25.65265706116848,21
11446,NS-IBTS,2001,1,21-01-2001 03:11:00 PM,56.8182,2.1725,86,0.0,204.64537310960003,21
11447,NS-IBTS,2001,1,21-01-2001 07:02:00 PM,57.2825,2.3808,84,0.0,6.460271420867955,21
11458,NS-IBTS,2001,1,22-01-2001 08:15:00 AM,58.25,3.4333,103,0.0,842.5411460841269,21
11459,NS-IBTS,2001,1,22-01-2001 09:45:00 AM,56.7352,4.1423,56,0.0,0.0,21
11460,NS-IBTS,2001,1,22-01-2001 11:11:00 AM,58.2333,2.7333,73,0.0,25.369102829127737,21
11461,NS-IBTS,2001,1,22-01-2001 12:18:00 PM,57.55,11.6167,29,0.0,1246.214165093599,21
11462,NS-IBTS,2001,1,22-01-2001 12:36:00 PM,56.7538,3.7113,60,0.0,0.0,21
11463,NS-IBTS,2001,1,22-01-2001 02:37:00 PM,57.4,11.3333,39,9.190021877314123,440.7678975960665,21
11469,NS-IBTS,2001,1,23-01-2001 07:18:00 AM,56.3667,12.55,23,0.0,868.66654549428,21
11470,NS-IBTS,2001,1,23-01-2001 09:23:00 AM,56.55,12.5333,24,0.0,999.9376411356429,21
11471,NS-IBTS,2001,1,23-01-2001 09:29:00 AM,57.085,3.648,64,0.0,0.13650289341167737,21
11472,NS-IBTS,2001,1,23-01-2001 11:43:00 AM,56.4,12.2667,33,3.2950123597301624,1673.7964079348499,21
11473,NS-IBTS,2001,1,23-01-2001 01:24:00 PM,57.3273,4.207,63,0.0,184.29523072900747,21
11474,NS-IBTS,2001,1,23-01-2001 02:00:00 PM,56.35,11.9167,31,0.0,936.8397333885479,21
11475,NS-IBTS,2001,1,23-01-2001 02:14:00 PM,58.6667,2.4167,106,0.0,105.93930114286901,21
11476,NS-IBTS,2001,1,23-01-2001 03:54:00 PM,57.5365,4.1025,77,0.0,0.3637480168473137,21
11477,NS-IBTS,2001,1,23-01-2001 06:50:00 PM,57.6543,3.585,68,0.0,27.18205928746394,21
11478,NS-IBTS,2001,1,24-01-2001 07:21:00 AM,56.2667,10.9833,21,0.0,34.49320139105286,21
11479,NS-IBTS,2001,1,24-01-2001 08:00:00 AM,57.7038,2.095,87,0.0,0.9380044185307804,21
11480,NS-IBTS,2001,1,24-01-2001 08:14:00 AM,58.85,3.2667,122,0.0,1.848267688037516,21
11481,NS-IBTS,2001,1,24-01-2001 09:52:00 AM,56.4833,11.1,18,0.0,117.81185955924931,21
11482,NS-IBTS,2001,1,24-01-2001 11:06:00 AM,57.4088,1.8578,90,0.0,2.605843971782081,21
11483,NS-IBTS,2001,1,24-01-2001 11:07:00 AM,59.2167,3.3,154,0.0,20.46900365120738,21
11484,NS-IBTS,2001,1,24-01-2001 01:24:00 PM,56.6167,11.8333,35,0.0,447.0412285479398,21
11485,NS-IBTS,2001,1,24-01-2001 02:40:00 PM,59.2667,2.5,127,0.0,39.56726480732254,21
11486,NS-IBTS,2001,1,25-01-2001 07:13:00 AM,57.8167,11.05,49,0.28003177994485595,23.560836755528697,21
11487,NS-IBTS,2001,1,25-01-2001 07:59:00 AM,57.471,-0.2998,90,0.0,44.035666152513706,21
11488,NS-IBTS,2001,1,25-01-2001 08:12:00 AM,59.6667,2.7667,117,0.0,1.8266356064564928,21
11489,NS-IBTS,2001,1,25-01-2001 09:09:00 AM,57.6833,10.95,32,31.499661384333674,1518.842097729504,21
11490,NS-IBTS,2001,1,25-01-2001 10:48:00 AM,57.7583,-0.3472,106,0.0,14.639427289745239,21
11491,NS-IBTS,2001,1,25-01-2001 10:59:00 AM,59.7,3.1833,155,0.0,4051.182623295552,21
11492,NS-IBTS,2001,1,25-01-2001 11:51:00 AM,57.4667,10.8667,41,1.6695653368197523,748.7596041586348,21
11493,NS-IBTS,2001,1,25-01-2001 02:47:00 PM,60.2167,3.1667,164,0.0,363.84211003121703,21
11494,NS-IBTS,2001,1,25-01-2001 03:05:00 PM,57.5315,-1.2555,112,0.0,2.0073504676251295,21
11495,NS-IBTS,2001,1,25-01-2001 05:15:00 PM,60.3,2.7,100,0.0,31.4580216727437,21
11496,NS-IBTS,2001,1,26-01-2001 07:17:00 AM,57.8833,11.0,75,0.4219562516135812,11.617557682254288,21
11497,NS-IBTS,2001,1,26-01-2001 08:10:00 AM,57.8565,-2.7565,96,0.22010953387667842,0.3532947273607198,21
11498,NS-IBTS,2001,1,26-01-2001 08:20:00 AM,60.5833,3.0667,165,0.0,250.26987686831498,21
11499,NS-IBTS,2001,1,26-01-2001 08:50:00 AM,57.9,11.1833,64,0.24031622272405523,31.40333451618016,21
11500,NS-IBTS,2001,1,26-01-2001 10:01:00 AM,57.863,-3.0658,90,14.844869748200281,5.393964227539023,21
11501,NS-IBTS,2001,1,26-01-2001 11:17:00 AM,60.8833,2.7,147,0.0,98.1100459042776,21
11502,NS-IBTS,2001,1,26-01-2001 12:36:00 PM,58.0217,-2.9005,54,0.2529644449726897,5.505223026697865,21
11503,NS-IBTS,2001,1,26-01-2001 01:43:00 PM,61.0667,2.4167,172,0.0,100.84566994254745,21
11504,NS-IBTS,2001,1,26-01-2001 03:15:00 PM,58.3167,-3.0232,76,0.0,3.1447538415612493,21
11505,NS-IBTS,2001,1,26-01-2001 06:10:00 PM,58.5603,-2.7222,58,0.0,0.0,21
11507,NS-IBTS,2001,1,27-01-2001 08:04:00 AM,58.3792,-0.7348,107,0.0,2.8353986702703513,21
11508,NS-IBTS,2001,1,27-01-2001 08:14:00 AM,61.25,1.3167,154,0.0,85.18699017950522,21
11509,NS-IBTS,2001,1,27-01-2001 11:04:00 AM,58.3902,-1.421,110,0.0,0.9953023712388127,21
11510,NS-IBTS,2001,1,27-01-2001 11:07:00 AM,61.25,0.65,165,0.0,21.97448652224199,21
11511,NS-IBTS,2001,1,27-01-2001 01:25:00 PM,58.5735,-1.3968,116,0.0,4.220594112652404,21
11512,NS-IBTS,2001,1,27-01-2001 02:19:00 PM,59.2667,2.1333,124,0.0,3.3786774133025474,21
11513,NS-IBTS,2001,1,27-01-2001 02:53:00 PM,61.2,-0.4167,161,0.0,42.11349001922273,21
11514,NS-IBTS,2001,1,27-01-2001 04:24:00 PM,58.7382,-0.8633,125,0.0,1.5572315428583747,21
11515,NS-IBTS,2001,1,27-01-2001 05:15:00 PM,61.1667,-1.0667,155,0.0,5.851483746754614,21
11520,NS-IBTS,2001,1,28-01-2001 07:55:00 AM,59.2167,-2.271,65,0.0,0.257824985373594,21
11521,NS-IBTS,2001,1,28-01-2001 08:13:00 AM,60.6167,1.5,134,0.0,5.0727320946754375,21
11522,NS-IBTS,2001,1,28-01-2001 08:18:00 AM,59.6333,2.8167,119,0.0,25.17241522358551,21
11523,NS-IBTS,2001,1,28-01-2001 10:49:00 AM,59.4418,-1.8778,120,0.0,0.0,21
11524,NS-IBTS,2001,1,28-01-2001 10:50:00 AM,59.6,3.25,165,0.0,25.723709068131754,21
11525,NS-IBTS,2001,1,28-01-2001 11:10:00 AM,60.6833,0.8167,151,0.0,42.49146480246784,21
11526,NS-IBTS,2001,1,28-01-2001 01:05:00 PM,59.4,3.2667,154,0.0,817.4819790708087,21
11527,NS-IBTS,2001,1,28-01-2001 01:48:00 PM,59.6955,-2.1083,100,0.0,1.4870102132710472,21
11528,NS-IBTS,2001,1,28-01-2001 04:15:00 PM,59.8853,-1.8547,110,0.0,35.10468102524063,21
11529,NS-IBTS,2001,1,28-01-2001 08:59:00 PM,60.0197,-1.5082,131,0.0,3.9138791886534285,21
11535,NS-IBTS,2001,1,29-01-2001 08:00:00 AM,56.8167,2.4833,73,0.0,8.661809983076331,21
11536,NS-IBTS,2001,1,29-01-2001 08:04:00 AM,60.9307,-1.8632,140,0.0,5.990685362192052,21
11537,NS-IBTS,2001,1,29-01-2001 08:12:00 AM,60.1833,1.4,123,0.0,549.5059148525746,21
11538,NS-IBTS,2001,1,29-01-2001 10:54:00 AM,57.1833,2.45,80,0.0,2.7556329166224574,21
11539,NS-IBTS,2001,1,29-01-2001 11:01:00 AM,57.6833,11.3833,87,0.04153817860092493,0.5164778361382828,21
11540,NS-IBTS,2001,1,29-01-2001 11:08:00 AM,60.2333,0.6667,162,0.0,51.758488048699505,21
11541,NS-IBTS,2001,1,29-01-2001 11:14:00 AM,61.0395,-1.226,140,0.0,12.774550873956457,21
11542,NS-IBTS,2001,1,29-01-2001 12:30:00 PM,52.35,4.1833,20,0.6696898151870336,25.85392806435008,21
11543,NS-IBTS,2001,1,29-01-2001 02:24:00 PM,52.3,3.9,23,0.0,0.16948394465922267,21
11544,NS-IBTS,2001,1,29-01-2001 02:41:00 PM,60.7817,-0.632,110,0.0,0.0,21
11545,NS-IBTS,2001,1,29-01-2001 02:45:00 PM,57.8333,10.6167,105,0.11871269979081825,24.976459458518395,21
11546,NS-IBTS,2001,1,29-01-2001 02:58:00 PM,57.2333,3.4667,63,0.0,0.0,21
11547,NS-IBTS,2001,1,29-01-2001 03:01:00 PM,60.0833,-0.3667,144,0.0,3.919946300790423,21
11548,NS-IBTS,2001,1,30-01-2001 07:19:00 AM,51.8166,3.4333,28,0.0,8.050387624360155,21
11549,NS-IBTS,2001,1,30-01-2001 07:29:00 AM,57.7833,8.7833,219,0.0,6.615138686677894,21
11550,NS-IBTS,2001,1,30-01-2001 08:08:00 AM,57.75,4.25,78,0.0,10.262634362694806,21
11551,NS-IBTS,2001,1,30-01-2001 08:12:00 AM,59.7333,1.25,113,0.0,20.25821428805009,21
11552,NS-IBTS,2001,1,30-01-2001 09:41:00 AM,57.6333,8.8167,83,0.10917228662039441,41.03920879405844,21
11553,NS-IBTS,2001,1,30-01-2001 10:16:00 AM,51.6333,2.8166,36,0.0,2627.406594114755,21
11554,NS-IBTS,2001,1,30-01-2001 10:38:00 AM,57.75,3.7,71,0.0,11.880027181278141,21
11555,NS-IBTS,2001,1,30-01-2001 10:48:00 AM,59.7333,0.7,124,0.0,2725.6881951930422,21
11556,NS-IBTS,2001,1,30-01-2001 11:52:00 AM,57.5333,8.65,69,1.7348786737223432,128.3405754212728,21
11557,NS-IBTS,2001,1,30-01-2001 12:25:00 PM,51.4833,2.3333,37,0.0,3464.707254727318,21
11558,NS-IBTS,2001,1,30-01-2001 01:31:00 PM,57.4667,8.5833,56,1.8845851150465385,341.1204696913973,21
11559,NS-IBTS,2001,1,30-01-2001 02:29:00 PM,57.7833,2.8333,67,0.0,27.671845979199684,21
11560,NS-IBTS,2001,1,30-01-2001 02:29:00 PM,59.7167,-0.2667,140,0.0,85.17698484117639,21
11561,NS-IBTS,2001,1,30-01-2001 02:45:00 PM,51.4333,1.7666,46,0.0,16.796718284406207,21
11562,NS-IBTS,2001,1,30-01-2001 03:11:00 PM,57.4333,8.5833,39,3.5604288865473106,66.95723588157033,21
11563,NS-IBTS,2001,1,30-01-2001 05:04:00 PM,59.3333,-0.35,137,0.0,49.006157083350686,21
11564,NS-IBTS,2001,1,31-01-2001 07:21:00 AM,51.7166,1.75,35,0.0,0.0,21
11565,NS-IBTS,2001,1,31-01-2001 07:23:00 AM,57.75,10.15,83,0.7972719735355565,162.76629859907916,21
11566,NS-IBTS,2001,1,31-01-2001 07:50:00 AM,51.7333,1.75,35,0.0,0.0674577410968489,21
11567,NS-IBTS,2001,1,31-01-2001 07:52:00 AM,56.7833,3.5333,63,0.0,0.0,21
11568,NS-IBTS,2001,1,31-01-2001 08:13:00 AM,57.8833,1.3333,95,0.0,1152.7128151642733,21
11569,NS-IBTS,2001,1,31-01-2001 09:39:00 AM,57.75,9.7667,39,0.0,699.8942544894479,21
11570,NS-IBTS,2001,1,31-01-2001 10:09:00 AM,52.2666,1.8666,25,0.0,0.5396619287747912,21
11571,NS-IBTS,2001,1,31-01-2001 10:34:00 AM,56.8667,4.1,56,0.0,0.1636225297588356,21
11572,NS-IBTS,2001,1,31-01-2001 10:54:00 AM,60.0683,-0.6192,125,0.0,3.5695391149818323,21
11573,NS-IBTS,2001,1,31-01-2001 11:48:00 AM,57.8833,9.8667,63,0.0,2763.5745373272034,21
11574,NS-IBTS,2001,1,31-01-2001 12:42:00 PM,52.3167,2.6667,52,0.0,43.452799912013056,21
11575,NS-IBTS,2001,1,31-01-2001 01:03:00 PM,52.3166,2.6833,46,0.0,72.20449744031558,21
11576,NS-IBTS,2001,1,31-01-2001 01:41:00 PM,57.9667,9.8333,104,0.03794466674590346,19.215969946774344,21
11577,NS-IBTS,2001,1,31-01-2001 01:52:00 PM,57.75,0.55,105,0.0,206.13008948200567,21
11578,NS-IBTS,2001,1,31-01-2001 02:07:00 PM,57.25,4.5167,59,0.0,0.0,21
11579,NS-IBTS,2001,1,31-01-2001 02:16:00 PM,59.7072,-0.2887,130,0.0,8.523287026357007,21
11580,NS-IBTS,2001,1,31-01-2001 03:15:00 PM,58.0167,9.8333,149,0.0,4.537537410961551,21
11581,NS-IBTS,2001,1,31-01-2001 03:26:00 PM,52.6166,2.45,52,1.0304297466064736,0.37627199916422616,21
11582,NS-IBTS,2001,1,31-01-2001 04:34:00 PM,52.2667,1.8833,31,0.06925872144706,0.0,21
11583,NS-IBTS,2001,1,31-01-2001 05:11:00 PM,59.3713,-0.1383,135,0.0,19.61354462388844,21
11156,NS-IBTS,2001,1,01-02-2001 07:21:00 AM,58.65,10.8167,82,0.12648222248634486,16.567598959523288,21
11157,NS-IBTS,2001,1,01-02-2001 07:23:00 AM,52.5333,1.9166,28,0.0,0.0,21
11158,NS-IBTS,2001,1,01-02-2001 07:59:00 AM,52.5333,1.9333,30,0.06437085393220038,0.0,21
11159,NS-IBTS,2001,1,01-02-2001 08:00:00 AM,58.8423,0.8468,130,0.0,26.411704738596104,21
11160,NS-IBTS,2001,1,01-02-2001 08:58:00 AM,58.5833,10.9,77,1.780690496862274,306.72829819304445,21
11161,NS-IBTS,2001,1,01-02-2001 10:22:00 AM,58.6592,1.144,110,0.0,3212.681917710858,21
11162,NS-IBTS,2001,1,01-02-2001 10:55:00 AM,58.5333,10.85,95,0.0,4.612927000184435,21
11163,NS-IBTS,2001,1,01-02-2001 11:34:00 AM,52.7833,2.6833,44,0.6848337992824935,0.614649489486082,21
11164,NS-IBTS,2001,1,01-02-2001 12:25:00 PM,53.4,1.55,29,0.0,1.23376416934254,21
11165,NS-IBTS,2001,1,01-02-2001 01:03:00 PM,58.3892,1.0952,125,0.0,341.2091742202217,21
11166,NS-IBTS,2001,1,01-02-2001 01:12:00 PM,58.4667,11.1333,56,11.155732023295617,1459.1761850707624,21
11167,NS-IBTS,2001,1,01-02-2001 03:21:00 PM,58.35,10.85,136,0.0,7.609233239810153,21
11168,NS-IBTS,2001,1,01-02-2001 03:23:00 PM,58.4038,0.6735,150,0.0,4.564916621020176,21
11169,NS-IBTS,2001,1,01-02-2001 04:14:00 PM,53.4,2.8333,33,0.3148570029047973,0.526987504252581,21
11174,NS-IBTS,2001,1,02-02-2001 07:19:00 AM,57.1667,11.45,74,0.05059288899453794,15.371498551687448,21
11175,NS-IBTS,2001,1,02-02-2001 07:21:00 AM,55.8434,7.4832,22,0.20747530195892883,1.7351423136197128,21
11176,NS-IBTS,2001,1,02-02-2001 07:34:00 AM,53.4,1.5667,29,0.06324111124317243,20.765754372524974,21
11177,NS-IBTS,2001,1,02-02-2001 09:56:00 AM,56.0729,7.2322,27,1.6489616883645142,3.053038626745441,21
11178,NS-IBTS,2001,1,02-02-2001 10:55:00 AM,53.4667,0.75,24,0.0,4.615672305452313,21
11179,NS-IBTS,2001,1,02-02-2001 12:45:00 PM,55.9071,6.6613,39,28.878050160616347,123.79739579698209,21
11180,NS-IBTS,2001,1,02-02-2001 02:51:00 PM,53.9167,0.25,49,0.02529644449726897,0.06135794313961204,21
11181,NS-IBTS,2001,1,02-02-2001 03:11:00 PM,56.1811,6.556,41,1.6296463483349526,16.96531805581641,21
11182,NS-IBTS,2001,1,03-02-2001 07:36:00 AM,53.9333,1.2833,41,1.2681470198774514,5.873330344151894,21
11183,NS-IBTS,2001,1,03-02-2001 07:48:00 AM,56.9716,7.661,20,0.18021187059854415,67.16909034921342,21
11184,NS-IBTS,2001,1,03-02-2001 10:46:00 AM,57.1459,7.813,49,0.0,32.21138596876299,21
11185,NS-IBTS,2001,1,03-02-2001 11:20:00 AM,54.4,1.5667,47,0.5438735566912829,256.87115581084015,21
11186,NS-IBTS,2001,1,03-02-2001 02:11:00 PM,57.8167,-2.5,84,0.7101405309830942,0.40869509056987774,21
11187,NS-IBTS,2001,1,03-02-2001 02:12:00 PM,57.1776,6.8419,67,0.0,9.0450073231915,21
11188,NS-IBTS,2001,1,03-02-2001 04:12:00 PM,54.4167,0.3,64,0.0,0.5746352504046317,21
11189,NS-IBTS,2001,1,03-02-2001 05:10:00 PM,57.85,-3.25,65,1.6526818697337764,107.56701224668551,21
11190,NS-IBTS,2001,1,04-02-2001 07:17:00 AM,55.3276,6.6285,41,2.510518124939175,30.851496440657158,21
11191,NS-IBTS,2001,1,04-02-2001 08:01:00 AM,57.3548,0.4067,86,0.0,351.97114295555537,21
11192,NS-IBTS,2001,1,04-02-2001 08:06:00 AM,54.4667,0.0,65,0.0,0.32778650335710646,21
11193,NS-IBTS,2001,1,04-02-2001 08:09:00 AM,58.1667,-3.1667,69,0.0,7.830206898008651,21
11194,NS-IBTS,2001,1,04-02-2001 08:10:00 AM,58.9,-2.45,79,0.0,0.6920356987301415,21
11195,NS-IBTS,2001,1,04-02-2001 10:44:00 AM,57.5923,0.5587,96,0.0,2.669396300198367,21
11196,NS-IBTS,2001,1,04-02-2001 11:10:00 AM,58.35,-2.5833,59,0.0,0.8300713766212926,21
11197,NS-IBTS,2001,1,04-02-2001 11:16:00 AM,54.8179,6.1398,41,7.236941731929818,38.19615655381306,21
11198,NS-IBTS,2001,1,04-02-2001 01:47:00 PM,54.7714,5.6041,43,1.6562828011494761,21.354042436205532,21
11199,NS-IBTS,2001,1,04-02-2001 04:11:00 PM,57.608,1.0538,95,0.0,7.363083927430004,21
11200,NS-IBTS,2001,1,05-02-2001 07:42:00 AM,53.9448,0.8656,47,0.0,0.0,21
11201,NS-IBTS,2001,1,05-02-2001 10:36:00 AM,54.2648,0.6157,61,0.0,0.45700324698117234,21
11202,NS-IBTS,2001,1,05-02-2001 10:54:00 AM,59.05,-2.0667,73,0.0,0.0,21
11203,NS-IBTS,2001,1,05-02-2001 11:09:00 AM,54.85,0.2167,79,0.0,0.0,21
11204,NS-IBTS,2001,1,05-02-2001 12:50:00 PM,57.35,11.5833,64,0.0,589.3594948626236,21
11205,NS-IBTS,2001,1,05-02-2001 01:07:00 PM,59.05,-1.7667,87,0.0,0.6043416936354344,21
11206,NS-IBTS,2001,1,05-02-2001 02:50:00 PM,57.2,11.65,72,0.0,0.0,21
11207,NS-IBTS,2001,1,05-02-2001 03:35:00 PM,54.8587,-0.22,75,0.0,0.0,21
11208,NS-IBTS,2001,1,05-02-2001 03:47:00 PM,54.9,-0.25,80,0.0,0.31332607090749104,21
11209,NS-IBTS,2001,1,05-02-2001 04:39:00 PM,58.8667,-1.2333,112,0.0,8.058268522199777,21
11210,NS-IBTS,2001,1,06-02-2001 07:23:00 AM,58.3,10.9833,104,0.0,4.637686113604357,21
11211,NS-IBTS,2001,1,06-02-2001 07:33:00 AM,55.4333,1.4167,72,0.02529644449726897,22.093938640359717,21
11212,NS-IBTS,2001,1,06-02-2001 07:38:00 AM,53.65,4.6,35,0.0,34.148893331900325,21
11213,NS-IBTS,2001,1,06-02-2001 07:42:00 AM,55.9867,-1.12,65,0.0,8.279357658344772,21
11214,NS-IBTS,2001,1,06-02-2001 07:54:00 AM,58.8333,3.1,112,0.0,8.076815930846395,21
11215,NS-IBTS,2001,1,06-02-2001 08:48:00 AM,59.3,0.5167,133,0.0,1132.8201997101958,21
11216,NS-IBTS,2001,1,06-02-2001 09:24:00 AM,58.25,11.1833,59,0.0,2061.351654053168,21
11217,NS-IBTS,2001,1,06-02-2001 09:43:00 AM,53.9,4.7,40,0.47628260320047505,6.745673858343376,21
11218,NS-IBTS,2001,1,06-02-2001 10:31:00 AM,55.8743,-0.6904,76,0.0,67.63478974919406,21
11219,NS-IBTS,2001,1,06-02-2001 10:45:00 AM,55.3333,0.6333,79,0.0,9.659060887021143,21
11220,NS-IBTS,2001,1,06-02-2001 12:01:00 PM,58.0833,11.0667,130,0.0,2.6892441083204828,21
11221,NS-IBTS,2001,1,06-02-2001 12:31:00 PM,54.2,4.35,48,6.987026343705242,236.91060665314308,21
11222,NS-IBTS,2001,1,06-02-2001 02:10:00 PM,59.3167,1.2333,114,0.0,7.647139895212407,21
11223,NS-IBTS,2001,1,06-02-2001 02:16:00 PM,58.0833,10.7333,233,0.0,0.24256965625012245,21
11224,NS-IBTS,2001,1,06-02-2001 02:33:00 PM,54.3666,4.7,48,6.618528731882293,40.47184226640059,21
11225,NS-IBTS,2001,1,06-02-2001 03:12:00 PM,55.35,-0.3667,72,0.00874563880975977,10.283055457145526,21
11226,NS-IBTS,2001,1,06-02-2001 03:48:00 PM,55.1236,-1.1748,83,0.02529644449726897,1.5271490386495885,21
11227,NS-IBTS,2001,1,06-02-2001 04:01:00 PM,54.3666,5.05,45,1.60959094511088,278.2306449777724,21
11228,NS-IBTS,2001,1,06-02-2001 05:24:00 PM,58.8667,1.4,121,0.0,23.44067977683736,21
11229,NS-IBTS,2001,1,07-02-2001 07:22:00 AM,56.95,11.6667,59,1.2395257803661797,186.5021869165983,21
11230,NS-IBTS,2001,1,07-02-2001 07:40:00 AM,55.4167,-1.0667,97,0.0,1.8532596703631359,21
11231,NS-IBTS,2001,1,07-02-2001 07:43:00 AM,55.7666,3.6666,51,0.0,11.32154483427983,21
11232,NS-IBTS,2001,1,07-02-2001 08:19:00 AM,58.1667,1.2333,134,0.0,58.06971527405656,21
11233,NS-IBTS,2001,1,07-02-2001 09:06:00 AM,54.1066,1.7023,78,0.2856713763032909,3.8694372675898743,21
11234,NS-IBTS,2001,1,07-02-2001 09:10:00 AM,56.8,11.8333,43,44.82529964916062,10138.28860807629,21
11235,NS-IBTS,2001,1,07-02-2001 10:00:00 AM,55.6333,-1.1333,100,0.047485079916327305,1.6733997271062235,21
11236,NS-IBTS,2001,1,07-02-2001 10:25:00 AM,55.7333,4.3833,38,0.0,0.5444063417631756,21
11237,NS-IBTS,2001,1,07-02-2001 11:45:00 AM,56.8167,12.2167,38,0.0,720.577121347217,21
11238,NS-IBTS,2001,1,07-02-2001 12:22:00 PM,58.2333,0.6333,153,0.02529644449726897,3.4796631808264133,21
11239,NS-IBTS,2001,1,07-02-2001 12:26:00 PM,54.1422,2.2032,29,0.0,0.17681644046402598,21
11240,NS-IBTS,2001,1,07-02-2001 01:07:00 PM,56.8833,12.2833,28,15.93530415834907,628.4953072288624,21
11241,NS-IBTS,2001,1,07-02-2001 01:20:00 PM,55.5833,-0.8,100,0.0,6.94250177072378,21
11242,NS-IBTS,2001,1,07-02-2001 01:21:00 PM,56.1666,4.4666,61,0.0,43.47657901429268,21
11243,NS-IBTS,2001,1,07-02-2001 02:53:00 PM,57.0167,12.2,31,0.0,2479.3968026161892,21
11244,NS-IBTS,2001,1,07-02-2001 03:39:00 PM,56.15,3.8833,72,0.0,25.142838200151566,21
11245,NS-IBTS,2001,1,07-02-2001 04:10:00 PM,54.2006,3.225,44,0.0,3.6349942027932887,21
11246,NS-IBTS,2001,1,07-02-2001 04:17:00 PM,58.5667,0.4333,141,0.0,69.95991265015539,21
11247,NS-IBTS,2001,1,08-02-2001 07:06:00 AM,55.2378,7.1298,23,0.18710122742811747,9.481379267634088,21
11248,NS-IBTS,2001,1,08-02-2001 07:18:00 AM,57.1,11.8333,56,2.485127166934533,1790.10512574311,21
11249,NS-IBTS,2001,1,08-02-2001 07:34:00 AM,56.25,2.4333,74,0.0,27.155045152005208,21
11250,NS-IBTS,2001,1,08-02-2001 07:45:00 AM,58.6833,2.4667,105,0.0,122.88944573393226,21
11251,NS-IBTS,2001,1,08-02-2001 07:46:00 AM,55.9167,0.0167,90,0.0,120.66465609211524,21
11252,NS-IBTS,2001,1,08-02-2001 08:12:00 AM,58.6167,-0.1833,135,0.0,356.1689315337967,21
11253,NS-IBTS,2001,1,08-02-2001 09:01:00 AM,57.1833,12.0667,29,4.693525374750574,133.13881370058454,21
11254,NS-IBTS,2001,1,08-02-2001 10:25:00 AM,56.25,1.5666,86,0.0,23.931255006075975,21
11255,NS-IBTS,2001,1,08-02-2001 10:27:00 AM,54.8598,7.7494,21,286.26270973095296,3.460421611112374,21
11256,NS-IBTS,2001,1,08-02-2001 11:01:00 AM,58.2833,-0.4333,130,0.0,3.13423677608636,21
11257,NS-IBTS,2001,1,08-02-2001 11:30:00 AM,58.1833,2.75,72,0.0,0.3629793472138193,21
11258,NS-IBTS,2001,1,08-02-2001 12:37:00 PM,54.9395,8.0729,17,2.721600297536279,0.0,21
11259,NS-IBTS,2001,1,08-02-2001 01:29:00 PM,56.2333,0.6,96,0.0,63.94452157140579,21
11260,NS-IBTS,2001,1,08-02-2001 01:35:00 PM,55.8333,1.1667,80,0.0,9.248915506505757,21
11261,NS-IBTS,2001,1,08-02-2001 03:03:00 PM,58.3167,-1.35,87,0.0,8.203809273938202,21
11262,NS-IBTS,2001,1,08-02-2001 03:04:00 PM,58.0667,3.6,90,0.0,116.21187700388157,21
11263,NS-IBTS,2001,1,08-02-2001 03:27:00 PM,55.2979,8.1953,16,0.0,0.0,21
11264,NS-IBTS,2001,1,08-02-2001 04:06:00 PM,56.2666,-0.1333,90,0.0,181.80453744299157,21
11265,NS-IBTS,2001,1,08-02-2001 06:31:00 PM,58.0833,4.4833,119,0.0,28.371109812892115,21
11267,NS-IBTS,2001,1,09-02-2001 07:29:00 AM,57.7333,5.1667,107,0.0,2.503941203351534,21
11266,NS-IBTS,2001,1,09-02-2001 07:29:00 AM,55.2167,3.4167,30,0.0,0.0,21
11268,NS-IBTS,2001,1,09-02-2001 07:32:00 AM,56.7666,-0.5,73,0.0,61.00481192795025,21
11269,NS-IBTS,2001,1,09-02-2001 08:11:00 AM,57.8,-1.0833,103,0.0,162.96734905852531,21
11270,NS-IBTS,2001,1,09-02-2001 10:18:00 AM,57.25,-0.55,73,0.0,95.25321565564049,21
11271,NS-IBTS,2001,1,09-02-2001 10:36:00 AM,57.6833,-0.55,113,0.0,245.03373004611575,21
11272,NS-IBTS,2001,1,09-02-2001 11:25:00 AM,57.2167,5.6667,58,0.0,55.55754046197305,21
11273,NS-IBTS,2001,1,09-02-2001 12:15:00 PM,55.05,4.8,42,2.3023745806446705,71.62964903165752,21
11274,NS-IBTS,2001,1,09-02-2001 01:32:00 PM,57.1833,6.1333,67,0.0,326.3075737748666,21
11275,NS-IBTS,2001,1,09-02-2001 01:39:00 PM,57.25,-1.4833,86,0.0,4.141934381000792,21
11276,NS-IBTS,2001,1,09-02-2001 01:56:00 PM,57.3833,0.3,80,0.0,357.482471688457,21
11277,NS-IBTS,2001,1,09-02-2001 02:25:00 PM,55.1333,5.15,42,1.172273913313067,65.31510314055978,21
11278,NS-IBTS,2001,1,09-02-2001 04:54:00 PM,57.35,1.0833,94,0.0,19.746965697941427,21
