,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Pleuronectes_platessa_juvenile,Pleuronectes_platessa_adult,YearQuarter
11044,NS-IBTS,2001,1,05-02-2001 10:54:00 AM,59.05,-2.0667,73,0.8916973919614566,2.829095116354258,21
11045,NS-IBTS,2001,1,05-02-2001 11:09:00 AM,54.85,0.2167,79,0.0,3.965852333172482,21
11046,NS-IBTS,2001,1,05-02-2001 12:50:00 PM,57.35,11.5833,64,1.393581518461298,1.6780893818701286,21
11047,NS-IBTS,2001,1,05-02-2001 01:07:00 PM,59.05,-1.7667,87,0.0,0.0,21
11048,NS-IBTS,2001,1,05-02-2001 02:50:00 PM,57.2,11.65,72,2.5345714606905205,8.718670201336826,21
11049,NS-IBTS,2001,1,05-02-2001 03:35:00 PM,54.8587,-0.22,75,0.0,0.0,21
11050,NS-IBTS,2001,1,05-02-2001 03:47:00 PM,54.9,-0.25,80,0.0,0.0,21
11051,NS-IBTS,2001,1,05-02-2001 04:39:00 PM,58.8667,-1.2333,112,0.24551194325321124,0.49671802028572676,21
11052,NS-IBTS,2001,1,06-02-2001 07:23:00 AM,58.3,10.9833,104,0.6820662149678834,0.8028588571435091,21
11053,NS-IBTS,2001,1,06-02-2001 07:33:00 AM,55.4333,1.4167,72,0.0,3.0058170074909207,21
11054,NS-IBTS,2001,1,06-02-2001 07:38:00 AM,53.65,4.6,35,0.7500137948450531,0.6083584596019311,21
11055,NS-IBTS,2001,1,06-02-2001 07:42:00 AM,55.9867,-1.12,65,0.0,0.8130605830866223,21
11056,NS-IBTS,2001,1,06-02-2001 07:54:00 AM,58.8333,3.1,112,0.0,0.0,21
11057,NS-IBTS,2001,1,06-02-2001 08:48:00 AM,59.3,0.5167,133,0.0,0.0,21
11058,NS-IBTS,2001,1,06-02-2001 09:24:00 AM,58.25,11.1833,59,1.8227971834634142,0.0,21
11059,NS-IBTS,2001,1,06-02-2001 09:43:00 AM,53.9,4.7,40,1.0232931621819104,1.9143427641504158,21
11060,NS-IBTS,2001,1,06-02-2001 10:31:00 AM,55.8743,-0.6904,76,0.1861944185807831,2.095634713364666,21
11061,NS-IBTS,2001,1,06-02-2001 10:45:00 AM,55.3333,0.6333,79,0.0,0.7357027502252066,21
11062,NS-IBTS,2001,1,06-02-2001 12:01:00 PM,58.0833,11.0667,130,0.8323798672890285,1.4985031158283086,21
11063,NS-IBTS,2001,1,06-02-2001 12:31:00 PM,54.2,4.35,48,0.16052814571723564,3.175436284228968,21
11064,NS-IBTS,2001,1,06-02-2001 02:10:00 PM,59.3167,1.2333,114,0.0,0.0,21
11065,NS-IBTS,2001,1,06-02-2001 02:16:00 PM,58.0833,10.7333,233,0.4006735054550341,0.0,21
11066,NS-IBTS,2001,1,06-02-2001 02:33:00 PM,54.3666,4.7,48,0.7268370422638558,2.078607746582875,21
11067,NS-IBTS,2001,1,06-02-2001 03:12:00 PM,55.35,-0.3667,72,0.0,1.7248180114026004,21
11068,NS-IBTS,2001,1,06-02-2001 03:48:00 PM,55.1236,-1.1748,83,0.0,0.39972917326973484,21
11069,NS-IBTS,2001,1,06-02-2001 04:01:00 PM,54.3666,5.05,45,0.21447841653633087,2.951500149024926,21
11070,NS-IBTS,2001,1,06-02-2001 05:24:00 PM,58.8667,1.4,121,0.0,0.0,21
11071,NS-IBTS,2001,1,07-02-2001 07:22:00 AM,56.95,11.6667,59,25.665275157090807,54.65777132671492,21
11072,NS-IBTS,2001,1,07-02-2001 07:40:00 AM,55.4167,-1.0667,97,0.24551194325321124,0.7561302276110373,21
11073,NS-IBTS,2001,1,07-02-2001 07:43:00 AM,55.7666,3.6666,51,0.1165328633794668,0.0,21
11074,NS-IBTS,2001,1,07-02-2001 08:19:00 AM,58.1667,1.2333,134,0.0,0.0,21
11075,NS-IBTS,2001,1,07-02-2001 09:06:00 AM,54.1066,1.7023,78,0.13292116198787876,5.364823686880602,21
11076,NS-IBTS,2001,1,07-02-2001 09:10:00 AM,56.8,11.8333,43,10.227897523808837,26.817878687974932,21
11077,NS-IBTS,2001,1,07-02-2001 10:00:00 AM,55.6333,-1.1333,100,0.40604008897044686,0.31634256280089557,21
11078,NS-IBTS,2001,1,07-02-2001 10:25:00 AM,55.7333,4.3833,38,0.21447908687425105,0.6083584596019311,21
11079,NS-IBTS,2001,1,07-02-2001 11:45:00 AM,56.8167,12.2167,38,1.5536259604546392,6.360281118071079,21
11080,NS-IBTS,2001,1,07-02-2001 12:22:00 PM,58.2333,0.6333,153,0.0,0.0,21
11081,NS-IBTS,2001,1,07-02-2001 12:26:00 PM,54.1422,2.2032,29,0.0,1.0692031630239076,21
11082,NS-IBTS,2001,1,07-02-2001 01:07:00 PM,56.8833,12.2833,28,4.116415208159088,1.9075000732047043,21
11083,NS-IBTS,2001,1,07-02-2001 01:20:00 PM,55.5833,-0.8,100,0.0,0.0,21
11084,NS-IBTS,2001,1,07-02-2001 01:21:00 PM,56.1666,4.4666,61,0.0,2.125192154086207,21
11085,NS-IBTS,2001,1,07-02-2001 02:53:00 PM,57.0167,12.2,31,2.7085806534174726,1.3487568616724215,21
11086,NS-IBTS,2001,1,07-02-2001 03:39:00 PM,56.15,3.8833,72,0.0,0.4464578028022066,21
11087,NS-IBTS,2001,1,07-02-2001 04:10:00 PM,54.2006,3.225,44,2.377941479639003,17.410622504700946,21
11088,NS-IBTS,2001,1,07-02-2001 04:17:00 PM,58.5667,0.4333,141,0.0,0.0,21
11089,NS-IBTS,2001,1,08-02-2001 07:06:00 AM,55.2378,7.1298,23,0.09794555315686408,0.31634256280089557,21
11090,NS-IBTS,2001,1,08-02-2001 07:18:00 AM,57.1,11.8333,56,6.210314101685944,14.867031230968111,21
11091,NS-IBTS,2001,1,08-02-2001 07:34:00 AM,56.25,2.4333,74,0.0,0.9584723848020177,21
11092,NS-IBTS,2001,1,08-02-2001 07:45:00 AM,58.6833,2.4667,105,0.0,0.0,21
11093,NS-IBTS,2001,1,08-02-2001 07:46:00 AM,55.9167,0.0167,90,0.0,0.0,21
11094,NS-IBTS,2001,1,08-02-2001 08:12:00 AM,58.6167,-0.1833,135,0.0,0.0,21
11095,NS-IBTS,2001,1,08-02-2001 09:01:00 AM,57.1833,12.0667,29,0.4249175609023552,0.0,21
11096,NS-IBTS,2001,1,08-02-2001 10:25:00 AM,56.25,1.5666,86,0.0,0.5506410905318967,21
11097,NS-IBTS,2001,1,08-02-2001 10:27:00 AM,54.8598,7.7494,21,0.05014911822647598,0.0,21
11098,NS-IBTS,2001,1,08-02-2001 11:01:00 AM,58.2833,-0.4333,130,0.0,0.0,21
11099,NS-IBTS,2001,1,08-02-2001 11:30:00 AM,58.1833,2.75,72,0.0,0.0,21
11100,NS-IBTS,2001,1,08-02-2001 12:37:00 PM,54.9395,8.0729,17,0.3705442854138827,0.0,21
11101,NS-IBTS,2001,1,08-02-2001 01:29:00 PM,56.2333,0.6,96,0.0,0.0,21
11102,NS-IBTS,2001,1,08-02-2001 01:35:00 PM,55.8333,1.1667,80,0.0,0.0,21
11103,NS-IBTS,2001,1,08-02-2001 03:03:00 PM,58.3167,-1.35,87,0.08146006449227987,0.0,21
11104,NS-IBTS,2001,1,08-02-2001 03:04:00 PM,58.0667,3.6,90,0.0,0.0,21
11105,NS-IBTS,2001,1,08-02-2001 03:27:00 PM,55.2979,8.1953,16,1.258135060350725,0.0,21
11106,NS-IBTS,2001,1,08-02-2001 04:06:00 PM,56.2666,-0.1333,90,0.0,0.0,21
11107,NS-IBTS,2001,1,08-02-2001 06:31:00 PM,58.0833,4.4833,119,0.0,0.0,21
11108,NS-IBTS,2001,1,09-02-2001 07:29:00 AM,55.2167,3.4167,30,0.0,0.6083584596019311,21
11109,NS-IBTS,2001,1,09-02-2001 07:29:00 AM,57.7333,5.1667,107,0.0,0.0,21
11110,NS-IBTS,2001,1,09-02-2001 07:32:00 AM,56.7666,-0.5,73,0.0,0.0,21
11111,NS-IBTS,2001,1,09-02-2001 08:11:00 AM,57.8,-1.0833,103,0.0,0.0,21
11112,NS-IBTS,2001,1,09-02-2001 10:18:00 AM,57.25,-0.55,73,0.0,0.0,21
11113,NS-IBTS,2001,1,09-02-2001 10:36:00 AM,57.6833,-0.55,113,0.0,0.0,21
11114,NS-IBTS,2001,1,09-02-2001 11:25:00 AM,57.2167,5.6667,58,0.0,0.6700017489984627,21
11115,NS-IBTS,2001,1,09-02-2001 12:15:00 PM,55.05,4.8,42,0.620519175844698,5.933705318090652,21
11116,NS-IBTS,2001,1,09-02-2001 01:32:00 PM,57.1833,6.1333,67,0.0,0.0,21
11117,NS-IBTS,2001,1,09-02-2001 01:39:00 PM,57.25,-1.4833,86,0.0,0.0,21
11118,NS-IBTS,2001,1,09-02-2001 01:56:00 PM,57.3833,0.3,80,0.0,1.8769047671880539,21
11119,NS-IBTS,2001,1,09-02-2001 02:25:00 PM,55.1333,5.15,42,0.24551194325321124,2.9517327078157045,21
11120,NS-IBTS,2001,1,09-02-2001 04:54:00 PM,57.35,1.0833,94,0.0,1.196148436654846,21
11121,NS-IBTS,2001,1,09-02-2001 06:33:00 PM,57.4167,7.6333,113,0.0,0.7357027502252066,21
11125,NS-IBTS,2001,1,10-02-2001 06:50:00 AM,54.75,4.8667,45,0.9697305900871466,10.678446800533628,21
11126,NS-IBTS,2001,1,10-02-2001 07:16:00 AM,55.4481,5.4036,47,1.121636992762973,19.93754198384716,21
11127,NS-IBTS,2001,1,10-02-2001 07:25:00 AM,56.6833,6.1667,50,0.0,14.131463791279298,21
11128,NS-IBTS,2001,1,10-02-2001 08:10:00 AM,56.7667,1.4167,95,0.0,0.7357027502252066,21
11129,NS-IBTS,2001,1,10-02-2001 09:26:00 AM,56.7667,5.75,50,0.0,4.348200228408418,21
11130,NS-IBTS,2001,1,10-02-2001 09:27:00 AM,54.6333,5.5333,45,2.207539149729988,10.671680654424405,21
11131,NS-IBTS,2001,1,10-02-2001 11:11:00 AM,56.6833,0.8333,87,0.0,0.0,21
11132,NS-IBTS,2001,1,10-02-2001 12:14:00 PM,55.4357,4.0772,29,0.0,1.4214190426885533,21
11133,NS-IBTS,2001,1,10-02-2001 12:43:00 PM,54.25,5.6667,41,1.076307794647367,5.1298364329189665,21
11134,NS-IBTS,2001,1,10-02-2001 03:12:00 PM,55.4325,3.4619,35,0.0,3.112724977455289,21
11139,NS-IBTS,2001,1,11-02-2001 06:55:00 AM,54.4167,6.6667,38,5.09968062637679,7.792530377081013,21
11140,NS-IBTS,2001,1,11-02-2001 08:10:00 AM,56.1333,0.4833,86,0.0,0.0,21
11141,NS-IBTS,2001,1,11-02-2001 09:14:00 AM,53.7776,3.4769,38,0.7868005690563866,1.1694616374279247,21
11142,NS-IBTS,2001,1,11-02-2001 10:31:00 AM,55.9,0.55,83,0.0,0.6083584596019311,21
11143,NS-IBTS,2001,1,11-02-2001 11:15:00 AM,54.25,7.65,41,0.0,0.3564010543413025,21
11144,NS-IBTS,2001,1,11-02-2001 01:44:00 PM,55.7167,1.2333,78,0.0,1.8878935067256166,21
11145,NS-IBTS,2001,1,11-02-2001 02:22:00 PM,54.1667,8.1167,24,0.0,0.0,21
11146,NS-IBTS,2001,1,11-02-2001 03:41:00 PM,54.8714,4.1728,50,0.4599910301274623,6.428457761717851,21
11147,NS-IBTS,2001,1,11-02-2001 04:37:00 PM,55.4,1.25,79,0.0,0.0,21
11153,NS-IBTS,2001,1,12-02-2001 06:55:00 AM,56.25,1.3833,83,0.0,0.0,21
11154,NS-IBTS,2001,1,12-02-2001 07:02:00 AM,53.8333,7.4167,23,0.024072350105887277,0.0,21
11155,NS-IBTS,2001,1,12-02-2001 07:21:00 AM,56.75,-2.25,47,0.0,0.39972917326973484,21
11156,NS-IBTS,2001,1,12-02-2001 08:11:00 AM,55.3815,-0.0316,78,0.21447908687425105,3.2298867321238403,21
11157,NS-IBTS,2001,1,12-02-2001 09:43:00 AM,53.85,6.8833,23,0.12512913556824273,0.0,21
11158,NS-IBTS,2001,1,12-02-2001 09:58:00 AM,56.2667,2.1667,82,0.0,1.2206428395303592,21
11159,NS-IBTS,2001,1,12-02-2001 10:27:00 AM,56.3,-2.0166,51,0.0,1.2595183858888288,21
11160,NS-IBTS,2001,1,12-02-2001 11:26:00 AM,55.0876,0.2575,80,0.0,0.5506410905318967,21
11161,NS-IBTS,2001,1,12-02-2001 12:48:00 PM,56.2166,-1.4166,57,0.0,0.6083584596019311,21
11162,NS-IBTS,2001,1,12-02-2001 01:44:00 PM,55.7667,2.1667,84,0.0,3.9038567135970608,21
11163,NS-IBTS,2001,1,12-02-2001 02:02:00 PM,54.8317,0.4265,81,0.0,0.3564010543413025,21
11164,NS-IBTS,2001,1,12-02-2001 03:31:00 PM,56.5333,-1.3666,71,0.0,0.0,21
11165,NS-IBTS,2001,1,12-02-2001 04:06:00 PM,53.7333,5.2833,32,2.5806264758215898,0.3564010543413025,21
11166,NS-IBTS,2001,1,12-02-2001 04:37:00 PM,55.3667,2.1667,42,0.0,0.0,21
11167,NS-IBTS,2001,1,12-02-2001 04:39:00 PM,54.7586,1.0687,52,0.4006735054550341,1.901003238476079,21
11172,NS-IBTS,2001,1,13-02-2001 06:50:00 AM,56.1167,3.6,71,0.0,1.8925229732509246,21
11173,NS-IBTS,2001,1,13-02-2001 06:53:00 AM,54.5667,3.35,42,1.38323748793241,10.163984596436226,21
11174,NS-IBTS,2001,1,13-02-2001 07:23:00 AM,55.7,0.8166,80,0.0,0.4464578028022066,21
11175,NS-IBTS,2001,1,13-02-2001 09:44:00 AM,55.75,3.6667,48,0.0,0.6083584596019311,21
11176,NS-IBTS,2001,1,13-02-2001 09:46:00 AM,55.75,1.3333,78,0.0,1.1296974176795984,21
11177,NS-IBTS,2001,1,13-02-2001 09:53:00 AM,54.5,2.6833,27,0.0,2.697958509181014,21
11178,NS-IBTS,2001,1,13-02-2001 11:39:00 AM,54.6578,2.6914,19,0.0,5.676206147125326,21
11179,NS-IBTS,2001,1,13-02-2001 12:12:00 PM,55.7333,4.2667,37,0.0,0.5506410905318967,21
11180,NS-IBTS,2001,1,13-02-2001 12:45:00 PM,55.3666,1.6166,61,0.0,0.0,21
11181,NS-IBTS,2001,1,13-02-2001 02:31:00 PM,54.5504,3.3066,38,1.3570550056043316,7.955790088315287,21
11182,NS-IBTS,2001,1,13-02-2001 03:14:00 PM,54.7833,1.2833,38,0.0,0.0,21
11183,NS-IBTS,2001,1,13-02-2001 03:45:00 PM,55.6333,2.5166,73,0.0,0.8055934196803897,21
11192,NS-IBTS,2001,1,14-02-2001 06:45:00 AM,54.85,7.8667,19,0.13390474193141627,0.0,21
11193,NS-IBTS,2001,1,14-02-2001 06:48:00 AM,55.8845,5.5356,53,0.4910238865064225,10.670249953581195,21
11194,NS-IBTS,2001,1,14-02-2001 06:53:00 AM,54.2333,2.7167,46,2.3410400315957958,12.449807702857457,21
11195,NS-IBTS,2001,1,14-02-2001 07:14:00 AM,53.6666,1.5333,84,0.0,0.8929156056044132,21
11196,NS-IBTS,2001,1,14-02-2001 09:04:00 AM,54.4167,3.0833,41,0.9000690348858303,13.238880277871743,21
11197,NS-IBTS,2001,1,14-02-2001 10:00:00 AM,56.3329,5.6764,46,0.0,4.799183675132673,21
11198,NS-IBTS,2001,1,14-02-2001 10:01:00 AM,53.75,2.35,34,0.16052814571723564,0.9584723848020177,21
11199,NS-IBTS,2001,1,14-02-2001 10:03:00 AM,55.1,7.4833,21,0.17551032029588937,0.0,21
11200,NS-IBTS,2001,1,14-02-2001 12:26:00 PM,56.597,5.8891,51,0.0,10.750462983370108,21
11201,NS-IBTS,2001,1,14-02-2001 12:34:00 PM,53.3333,2.7166,33,0.0,3.452478204648474,21
11202,NS-IBTS,2001,1,14-02-2001 01:51:00 PM,54.2333,4.5333,50,0.5225729523499136,3.101985982617562,21
11203,NS-IBTS,2001,1,14-02-2001 01:56:00 PM,55.1167,6.5333,41,1.70693311608937,7.5653246144889446,21
11204,NS-IBTS,2001,1,14-02-2001 02:41:00 PM,52.9833,3.0166,37,0.4813597045141137,0.6727436171421981,21
11205,NS-IBTS,2001,1,14-02-2001 03:25:00 PM,56.5521,6.6544,44,1.2453700521055426,10.275633738076614,21
11206,NS-IBTS,2001,1,14-02-2001 04:02:00 PM,52.8166,3.15,36,0.8724630448734599,0.8055934196803897,21
11207,NS-IBTS,2001,1,14-02-2001 04:18:00 PM,54.8167,6.6,42,6.416812895824208,11.579833673705808,21
11208,NS-IBTS,2001,1,14-02-2001 04:39:00 PM,53.8,4.5333,42,1.5118606185107606,3.1007046503521467,21
11217,NS-IBTS,2001,1,15-02-2001 06:44:00 AM,57.8471,5.5291,140,0.0,0.4464578028022066,21
11218,NS-IBTS,2001,1,15-02-2001 07:22:00 AM,53.8333,2.5667,69,0.0,1.7559636834820211,21
11219,NS-IBTS,2001,1,15-02-2001 10:48:00 AM,53.7833,3.45,40,8.723559387617634,4.559379073303843,21
11220,NS-IBTS,2001,1,15-02-2001 11:05:00 AM,57.1823,5.7226,53,0.0,2.884041536046257,21
11221,NS-IBTS,2001,1,15-02-2001 02:09:00 PM,53.3667,3.1833,29,2.3420531115418846,3.3501635783528707,21
11230,NS-IBTS,2001,1,16-02-2001 06:51:00 AM,53.1333,4.1167,30,4.196588230503144,1.196148436654846,21
11231,NS-IBTS,2001,1,16-02-2001 10:30:00 AM,52.5667,4.2,26,0.13735072279811805,0.0,21
11232,NS-IBTS,2001,1,16-02-2001 01:29:00 PM,52.4333,3.9167,26,0.48918053247048715,0.0,21
11233,NS-IBTS,2001,1,16-02-2001 03:31:00 PM,56.9273,7.0786,31,0.0,4.235498196074375,21
11234,NS-IBTS,2001,1,16-02-2001 04:23:00 PM,52.65,3.4,30,4.590434879311027,1.202588030413244,21
11243,NS-IBTS,2001,1,17-02-2001 07:09:00 AM,52.1833,4.25,18,1.6530834917178299,0.0,21
11244,NS-IBTS,2001,1,17-02-2001 10:37:00 AM,51.8167,3.6333,26,0.44441590680807824,0.0,21
11245,NS-IBTS,2001,1,17-02-2001 02:22:00 PM,51.5833,2.7833,38,0.0,0.0,21
11255,NS-IBTS,2001,1,18-02-2001 10:47:00 AM,51.5,1.7667,42,0.9362088837637564,0.0,21
11265,NS-IBTS,2001,1,19-02-2001 12:28:00 PM,52.55,4.1833,24,0.1861944185807831,0.39972917326973484,21
11266,NS-IBTS,2001,1,19-02-2001 02:27:00 PM,52.7666,4.4833,23,6.149787374948451,0.9890861799430937,21
11267,NS-IBTS,2001,1,19-02-2001 04:19:00 PM,53.0166,4.2833,33,0.6670026377889765,0.0,21
11278,NS-IBTS,2001,1,20-02-2001 07:11:00 AM,54.35,5.4666,42,2.8335307546386197,4.010869749613901,21
11279,NS-IBTS,2001,1,20-02-2001 10:15:00 AM,54.3,6.4833,39,2.622820439832976,3.9348008847804308,21
11280,NS-IBTS,2001,1,20-02-2001 01:47:00 PM,54.25,7.6333,39,0.4910238865064225,0.3564010543413025,21
11281,NS-IBTS,2001,1,20-02-2001 03:47:00 PM,54.3666,8.0833,18,0.0,0.6700017489984627,21
11291,NS-IBTS,2001,1,21-02-2001 07:31:00 AM,54.6333,5.5166,44,1.668444762536181,1.475602474285707,21
11292,NS-IBTS,2001,1,21-02-2001 10:04:00 AM,54.8,5.15,43,0.0,5.714468742665828,21
11293,NS-IBTS,2001,1,21-02-2001 12:32:00 PM,54.8333,4.6,45,0.0,5.538443145809357,21
11294,NS-IBTS,2001,1,21-02-2001 02:28:00 PM,54.85,4.1,49,0.21447908687425105,6.019223156785195,21
11295,NS-IBTS,2001,1,21-02-2001 04:12:00 PM,55.05,4.0833,49,0.24551194325321124,0.8461869760719414,21
11307,NS-IBTS,2001,1,22-02-2001 07:13:00 AM,54.7833,3.6666,49,0.0,0.712802108682605,21
11308,NS-IBTS,2001,1,22-02-2001 09:55:00 AM,54.8833,2.9833,24,0.0,0.0,21
11309,NS-IBTS,2001,1,22-02-2001 01:15:00 PM,55.25,2.4333,36,0.0,0.0,21
11310,NS-IBTS,2001,1,22-02-2001 04:11:00 PM,55.3166,3.2,30,0.0,0.7357027502252066,21
11349,NS-IBTS,2001,1,26-02-2001 04:38:00 PM,53.1333,4.2333,32,0.1165328633794668,0.7628003656031022,21
11358,NS-IBTS,2001,1,27-02-2001 07:13:00 AM,53.7333,5.2333,31,7.068859480121418,5.026761924501045,21
11359,NS-IBTS,2001,1,27-02-2001 09:32:00 AM,53.7666,5.8166,29,1.1464226251542673,1.3931652138411883,21
11360,NS-IBTS,2001,1,27-02-2001 12:50:00 PM,53.7,6.6,18,0.024898362949215207,0.0,21
11361,NS-IBTS,2001,1,27-02-2001 03:33:00 PM,53.8333,7.3333,22,0.0,0.0,21
11372,NS-IBTS,2001,1,28-02-2001 07:11:00 AM,54.5666,3.65,44,0.0,0.0,21
11373,NS-IBTS,2001,1,28-02-2001 09:25:00 AM,54.4166,3.3333,44,0.0,0.39972917326973484,21
11374,NS-IBTS,2001,1,28-02-2001 12:27:00 PM,54.15,3.4333,39,0.6248508762608448,0.6083584596019311,21
11375,NS-IBTS,2001,1,28-02-2001 02:17:00 PM,53.8833,3.3,43,1.3688200796473076,0.49671802028572676,21
11376,NS-IBTS,2001,1,28-02-2001 04:03:00 PM,53.65,3.2666,40,0.4006735054550341,0.7561302276110373,21
11012,NS-IBTS,2001,1,01-03-2001 07:12:00 AM,53.3666,3.15,32,0.7036596193447382,2.719269260280338,21
11013,NS-IBTS,2001,1,01-03-2001 09:36:00 AM,53.15,3.3333,33,0.3935938724761693,1.6284741338004802,21
11014,NS-IBTS,2001,1,01-03-2001 12:42:00 PM,52.7666,3.3333,40,1.1598354140433589,0.3564010543413025,21
11015,NS-IBTS,2001,1,01-03-2001 03:18:00 PM,52.35,3.4,36,0.7525026447894831,0.0,21
11122,NS-IBTS,2001,1,09-03-2001 11:18:00 AM,51.05,1.8667,30,0.0,2.813009305937428,21
11123,NS-IBTS,2001,1,09-03-2001 01:34:00 PM,51.1167,2.1,29,0.718464729001562,0.4464578028022066,21
11124,NS-IBTS,2001,1,09-03-2001 05:33:00 PM,51.5333,1.75,32,0.44754481363318466,0.6083584596019311,21
11135,NS-IBTS,2001,1,10-03-2001 06:19:00 AM,52.35,2.0667,34,0.0,0.0,21
11136,NS-IBTS,2001,1,10-03-2001 08:30:00 AM,52.5,1.9167,25,0.0,0.0,21
11137,NS-IBTS,2001,1,10-03-2001 11:04:00 AM,52.65,2.3,40,0.2692690484107314,0.0,21
11138,NS-IBTS,2001,1,10-03-2001 05:00:00 PM,53.45,1.0667,42,0.0,0.31634256280089557,21
11148,NS-IBTS,2001,1,11-03-2001 06:16:00 AM,53.45,0.75,17,0.0,0.0,21
11149,NS-IBTS,2001,1,11-03-2001 09:11:00 AM,53.8333,0.8833,35,0.4834099108543708,0.0,21
11150,NS-IBTS,2001,1,11-03-2001 11:15:00 AM,53.95,1.25,35,11.173439651605296,6.35631181655126,21
11151,NS-IBTS,2001,1,11-03-2001 02:29:00 PM,54.4167,1.5333,51,0.0,5.342255512473746,21
11152,NS-IBTS,2001,1,11-03-2001 05:16:00 PM,54.5167,1.0333,55,0.0,3.3837498691885144,21
11168,NS-IBTS,2001,1,12-03-2001 06:12:00 AM,54.4333,0.3,62,1.5419216092757901,2.3389232748558495,21
11169,NS-IBTS,2001,1,12-03-2001 08:31:00 AM,54.4833,-0.0667,57,0.1861944185807831,0.9070421448731991,21
11170,NS-IBTS,2001,1,12-03-2001 11:52:00 AM,54.8,0.3667,74,0.32171863031137654,1.1035541253378098,21
11171,NS-IBTS,2001,1,12-03-2001 02:40:00 PM,54.9167,-0.2167,81,0.8535856269481685,3.3126819637340073,21
11184,NS-IBTS,2001,1,13-03-2001 06:15:00 AM,55.65,-1.1167,96,0.043331906096002834,0.6727436171421981,21
11185,NS-IBTS,2001,1,13-03-2001 08:27:00 AM,55.4167,-1.0667,91,0.0,0.0,21
11186,NS-IBTS,2001,1,13-03-2001 10:32:00 AM,55.5667,-0.8167,89,0.0,0.0,21
11187,NS-IBTS,2001,1,13-03-2001 01:13:00 PM,55.3833,-0.3833,61,2.0094130445944556,16.702634979120493,21
11188,NS-IBTS,2001,1,13-03-2001 03:31:00 PM,55.4167,0.0333,77,0.0,13.916856045802213,21
11209,NS-IBTS,2001,1,14-03-2001 06:13:00 AM,55.4833,1.3667,63,0.0,3.287588073563359,21
11210,NS-IBTS,2001,1,14-03-2001 10:52:00 AM,55.65,2.7667,58,0.0,5.559562506313403,21
11211,NS-IBTS,2001,1,14-03-2001 12:42:00 PM,55.4333,2.7667,33,0.0,1.6111868393607793,21
11212,NS-IBTS,2001,1,14-03-2001 03:24:00 PM,55.5667,3.2833,35,0.0,2.5558293942890984,21
11213,NS-IBTS,2001,1,14-03-2001 05:43:00 PM,55.25,3.4333,23,0.0,6.896381636317261,21
11222,NS-IBTS,2001,1,15-03-2001 06:10:00 AM,53.9333,2.6333,34,0.0,10.095731645061703,21
11223,NS-IBTS,2001,1,15-03-2001 08:19:00 AM,54.0667,2.35,62,0.24551194325321124,3.2187866499070816,21
11224,NS-IBTS,2001,1,15-03-2001 12:04:00 PM,54.5833,2.55,16,0.43170636183399436,19.52431795324277,21
11225,NS-IBTS,2001,1,15-03-2001 02:27:00 PM,54.6333,3.0833,31,2.317507944815409,15.973313285111578,21
11226,NS-IBTS,2001,1,15-03-2001 04:47:00 PM,54.45,3.0833,33,3.3827905638351963,15.720445239449415,21
11235,NS-IBTS,2001,1,16-03-2001 06:11:00 AM,54.4667,4.6667,41,3.273954754023835,6.033929116909421,21
11236,NS-IBTS,2001,1,16-03-2001 08:57:00 AM,54.7,5.1667,39,5.559235099576806,17.420537527715968,21
11237,NS-IBTS,2001,1,16-03-2001 11:05:00 AM,54.7667,4.9,39,4.007196375860564,11.450322127013486,21
11238,NS-IBTS,2001,1,16-03-2001 02:25:00 PM,55.0667,4.8167,36,5.978298699718913,28.307432061510536,21
11239,NS-IBTS,2001,1,16-03-2001 04:45:00 PM,55.1333,5.1667,35,3.548119478312114,33.56432371116464,21
11246,NS-IBTS,2001,1,17-03-2001 06:11:00 AM,55.0667,7.4,17,20.478597901272614,19.74971421310498,21
11247,NS-IBTS,2001,1,17-03-2001 08:03:00 AM,55.0667,6.95,23,18.83034987683763,14.612372548522188,21
11248,NS-IBTS,2001,1,17-03-2001 12:37:00 PM,54.9,7.05,21,27.93769996872522,12.93362592114535,21
11249,NS-IBTS,2001,1,17-03-2001 03:18:00 PM,54.6333,6.8667,33,25.84488703359999,26.46038419493668,21
11250,NS-IBTS,2001,1,17-03-2001 05:20:00 PM,54.45,6.7167,32,17.634020536045977,24.47560915763547,21
11256,NS-IBTS,2001,1,18-03-2001 06:08:00 AM,54.3167,8.1,11,0.8809715685709946,0.0,21
11257,NS-IBTS,2001,1,18-03-2001 08:43:00 AM,54.0333,7.8,30,0.20926353276966567,0.0,21
11258,NS-IBTS,2001,1,18-03-2001 10:48:00 AM,53.95,7.45,21,1.0404475933411566,0.0,21
11259,NS-IBTS,2001,1,18-03-2001 01:10:00 PM,53.8833,6.9333,17,0.12394760395612278,0.0,21
11260,NS-IBTS,2001,1,18-03-2001 05:33:00 PM,53.8167,5.9,25,5.5448780007349665,3.513223676194368,21
11268,NS-IBTS,2001,1,19-03-2001 06:11:00 AM,54.1667,5.5167,34,0.7217342074217137,1.72913879079666,21
11269,NS-IBTS,2001,1,19-03-2001 08:16:00 AM,53.95,5.1833,33,8.544114490800201,7.535647170680252,21
11270,NS-IBTS,2001,1,19-03-2001 10:34:00 AM,53.8833,4.7167,35,3.0347806556466512,11.221489877379062,21
11271,NS-IBTS,2001,1,19-03-2001 02:18:00 PM,53.6167,3.8667,33,0.3912343089757029,5.108736342041462,21
