,Unnamed: 0,Survey,Year,ShootLat,ShootLong,DateTime,Clupea_harengus_JUV,Clupea_harengus_SA,Clupea_harengus_LA
17237,17237,NS-IBTS,2011,54.6117,6.8852,2011-08-22 07:08:00,55638.038790716455,0.0,0.0
7666,7666,NS-IBTS,1995,53.95,7.4667,1995-11-02 12:09:00,114470.28942924927,142.1262620415985,2.7153597627395762
12150,12150,NS-IBTS,2002,57.2167,5.7,2002-08-09 08:57:00,0.0,0.0,2.4008620442134845
8729,8729,NS-IBTS,1997,52.2667,4.15,1997-02-21 11:34:00,1964.384702162992,2.4869275352880487,2.023521012082504
10053,10053,NS-IBTS,1999,55.8667,7.2167,1999-10-02 13:16:00,284.3737815786995,5.569229463933092,0.40076573598176657
9444,9444,NS-IBTS,1998,55.6,-0.8,1998-08-29 05:08:00,0.0,0.0,26.945130094366274
17522,17522,NS-IBTS,2011,57.7552,9.7813,2011-08-30 07:55:00,6310.830490956177,1435.3840017416105,446.2024882081287
8338,8338,NS-IBTS,1996,55.75,1.3333,1996-01-30 15:55:00,0.0,1.9237652431404308,33.819249304805034
11838,11838,NS-IBTS,2002,53.8833,4.7167,2002-06-02 07:30:00,36080.8541220285,18.6396019276914,2.322228883252321
5977,5977,NS-IBTS,1992,55.7667,1.5333,1992-07-25 11:40:00,0.0,0.0,1.9593026118574184
13725,13725,NS-IBTS,2005,51.7196,1.7573,2005-01-25 16:17:00,0.0,0.05564201851338799,0.0
15696,15696,NS-IBTS,2008,56.6842,0.7882,2008-01-22 13:51:00,0.0,0.0,1.146800512381835
2055,2055,NS-IBTS,1983,56.1667,3.7167,1983-09-02 12:35:00,404.7431119563036,36.40847533007352,27.941933025214876
21152,21152,NS-IBTS,2017,58.611999999999995,-3.8280000000000003,2017-01-31 08:07:00,0.0,0.5910246434448424,65.75325283680765
5433,5433,NS-IBTS,1991,56.7833,5.6667,1991-12-02 08:55:00,0.0,55.05260143743379,22.36832459831917
7624,7624,NS-IBTS,1995,51.9833,1.85,1995-02-20 07:02:00,48.203889612684506,0.12333410125401345,0.0
5973,5973,NS-IBTS,1992,55.6833,2.6,1992-11-08 08:11:00,0.0,0.1625445547848854,30.487411811294045
19777,19777,NS-IBTS,2015,56.7715,0.3322,2015-08-17 16:52:00,0.0,0.24581564588946095,1588.9417364180981
18334,18334,NS-IBTS,2013,52.4306,3.2646,2013-01-28 15:47:00,379.8806393306185,32.004920942358346,5.413123481571149
7898,7898,NS-IBTS,1995,57.1,11.8333,1995-09-19 09:33:00,1763.8401727274247,3.9503978847637344,388.07314316461344
10205,10205,NS-IBTS,1999,57.2333,1.4667,1999-11-02 13:34:00,0.0,0.0,738.527206535108
21137,21137,NS-IBTS,2017,58.401,-0.853,2017-08-20 05:08:00,0.0,0.0,169.59847863362776
12131,12131,NS-IBTS,2002,57.1,3.2167,2002-08-19 13:19:00,252.9644449726897,252.1206795892684,67.44401784823842
19163,19163,NS-IBTS,2014,56.5655,5.3158,2014-08-08 05:24:00,667.6744388793918,47.515653326049254,9.254544314064717
17857,17857,NS-IBTS,2012,54.9255,-0.2417,2012-08-02 07:36:00,0.0,0.0,0.8397729665743077
12075,12075,NS-IBTS,2002,56.5167,-1.35,2002-08-24 10:04:00,0.0,0.11775476911332974,88.91464537661568
12213,12213,NS-IBTS,2002,57.7897,-0.4643,2002-08-18 05:46:00,0.0,5.496801885137143,2108.7230791900915
3003,3003,NS-IBTS,1985,58.75,-1.1667,1985-02-15 09:42:00,0.0,0.0,779.785741008355
20907,20907,NS-IBTS,2017,56.0353,5.7502,2017-01-26 13:23:00,23311.989825733584,19.79917706209792,3.0696977158669707
7167,7167,NS-IBTS,1994,54.8167,0.1,1994-07-02 12:20:00,0.0,40.7880420313656,92.20727936913879
12071,12071,NS-IBTS,2002,56.4368,11.0868,2002-01-29 10:10:00,630.9195497201706,28.0207974151231,3.969496945201658
1916,1916,NS-IBTS,1983,54.0667,4.05,1983-02-03 08:14:00,1338.0377211486286,61.126707989498186,3.3349517859980127
15169,15169,NS-IBTS,2007,56.8087,0.3777,2007-08-26 08:45:00,0.0,0.0,4.072533829480419
18886,18886,NS-IBTS,2014,50.3836,0.7862,2014-01-20 11:58:00,0.0,0.0,9.519929465978436
7969,7969,NS-IBTS,1995,57.7667,9.8167,1995-07-02 14:19:00,2141.969454528117,35.960155617284435,27.138451265797173
5488,5488,NS-IBTS,1991,57.3,4.3667,1991-06-02 13:02:00,0.0,1.0026376911183204,394.47244243630684
17713,17713,NS-IBTS,2012,49.8678,0.3605,2012-01-17 08:02:00,0.0,0.0,31.49949511701937
219,219,NS-IBTS,1977,56.9333,1.8667,1977-02-16 05:57:00,0.0,0.10059405603296173,0.28562078866276525
4785,4785,NS-IBTS,1990,53.1333,0.5667,1990-01-28 15:26:00,598.3563085186615,1.1283239572089003,0.4047272562496719
1603,1603,NS-IBTS,1982,53.9,5.3333,1982-02-15 15:55:00,11407.506529623659,238.26335179007972,38.929135430776576
2771,2771,NS-IBTS,1985,54.8833,7.5833,1985-04-02 16:12:00,25.29644449726897,0.0,0.0
510,510,NS-IBTS,1978,55.85,6.1667,1978-08-02 15:05:00,0.0,4.578870382516838,2.327425764259127
8578,8578,NS-IBTS,1996,58.3,10.9667,1996-02-14 11:27:00,0.0,0.04066826042276174,5.363474901050139
15263,15263,NS-IBTS,2007,57.9002,-3.3387,2007-08-02 08:21:00,0.0,19.26097881173429,6.53086073767684
6839,6839,NS-IBTS,1993,57.75,10.1667,1993-06-09 16:33:00,27909.80642102222,140.77256106127328,5.69884392176932
417,417,NS-IBTS,1978,54.3667,7.2333,1978-02-28 14:30:00,0.0,4.175328912022167,19.443610345071786
8153,8153,NS-IBTS,1996,52.5333,4.2,1996-11-08 13:37:00,0.0,0.2637311664301588,7.087349857861061
19427,19427,NS-IBTS,2014,60.128,-0.295,2014-04-02 07:56:00,0.0,0.0,4.371136651643513
2784,2784,NS-IBTS,1985,55.1333,7.2333,1985-02-18 19:10:00,2401.3465879294226,0.12947525125908335,0.0
9670,9670,NS-IBTS,1998,57.8667,-3.1333,1998-04-02 08:29:00,5146.199799042126,18.221877748751176,14.009906971670391
8033,8033,NS-IBTS,1995,58.4,-1.7333,1995-08-17 18:00:00,0.0,0.06154987980511845,16.492835248052284
12259,12259,NS-IBTS,2002,58.1333,2.0833,2002-07-02 06:05:00,0.0,0.2026202595953355,4.832300918034696
484,484,NS-IBTS,1978,55.4333,7.3833,1978-12-02 09:30:00,11.094317709529166,0.5863352105895472,0.11498540157257095
1613,1613,NS-IBTS,1982,53.9667,3.3167,1982-02-23 11:45:00,416.7547000181855,11.375400520133386,1.1733284495416458
7947,7947,NS-IBTS,1995,57.5667,4.1667,1995-10-08 05:54:00,0.0,0.0,0.435712312891688
12189,12189,NS-IBTS,2002,57.6167,4.2167,2002-02-14 15:49:00,0.0,0.3807311280831588,1.3602311485273202
5519,5519,NS-IBTS,1991,57.5333,8.5833,1991-10-09 09:05:00,19.3495431818666,0.16306483491983295,10.572627138586096
847,847,NS-IBTS,1979,56.3,0.3833,1979-07-03 19:02:00,0.0,1.2751431027141378,1.5779595696750035
9889,9889,NS-IBTS,1999,53.8333,6.1833,1999-07-08 12:35:00,0.0,0.050297028016480866,0.8163224849323198
1655,1655,NS-IBTS,1982,54.7,5.8667,1982-02-03 12:20:00,266.8010587107378,5.330364882970078,0.14790876797039734
15322,15322,NS-IBTS,2007,58.8577,0.3415,2007-08-19 05:30:00,0.0,0.0,57.19626428369408
13209,13209,NS-IBTS,2004,54.3263,7.1517,2004-05-08 06:14:00,35474.95959768851,0.0,0.0
20374,20374,NS-IBTS,2016,56.75,2.151,2016-08-15 09:09:00,0.0,0.11128403702677596,694.8230699364658
3309,3309,NS-IBTS,1986,56.0833,4.8333,1986-12-03 06:22:00,0.0,0.11699996165300006,0.0
17140,17140,NS-IBTS,2011,52.4151,3.384,2011-02-24 13:37:00,212.12895508436756,1.760031938794168,0.17681644046402598
21096,21096,NS-IBTS,2017,57.894,11.1798,2017-01-31 07:14:00,89.29644907535946,20.92735961073967,73.33038884073791
10564,10564,NS-IBTS,2000,53.95,7.45,2000-02-16 12:45:00,63943.4647819374,3.1800237789289048,0.0
20277,20277,NS-IBTS,2016,55.7015,2.7855,2016-08-16 16:56:00,44.64598767913557,0.4420890712227708,45.886195833762855
3695,3695,NS-IBTS,1987,54.95,-0.2833,1987-02-22 10:14:00,0.0,0.7757640226137624,258.2669832980641
11083,11083,NS-IBTS,2000,61.2333,1.2333,2000-06-02 08:07:00,0.0,0.0,2.43399306673912
21935,21935,NS-IBTS,2019,54.0991,7.8626,2019-01-22 12:17:00,1298.747583740582,0.16306483491983295,0.2727720060297625
15647,15647,NS-IBTS,2008,56.1824,6.5334,2008-02-13 16:15:00,89.02325851725223,0.23728173129379435,0.9357035586555308
15702,15702,NS-IBTS,2008,56.7478,2.4825,2008-08-16 19:24:00,0.0,0.0,0.10416992152274156
15753,15753,NS-IBTS,2008,57.2688,5.1798,2008-08-20 18:12:00,0.0,0.0,0.1524374596103582
11459,11459,NS-IBTS,2001,56.8833,12.2833,2001-07-02 13:07:00,15935.30415834907,382.0633312235064,246.43197600535626
19149,19149,NS-IBTS,2014,56.407,2.8023,2014-02-20 10:25:00,22.188635419058333,0.0,0.8454265047615552
10865,10865,NS-IBTS,2000,57.5333,8.6667,2000-01-25 10:55:00,0.0,14.799958463870812,33.894443896325676
13258,13258,NS-IBTS,2004,55.0667,0.7333,2004-02-13 09:54:00,0.0,0.061357943139612035,7.02241783728132
7459,7459,NS-IBTS,1994,57.8333,2.9667,1994-02-20 15:10:00,0.0,0.06440784211823047,0.5953514389929918
14425,14425,NS-IBTS,2006,54.1891,3.6975,2006-01-26 09:57:00,355.0181667049333,17.271352519102244,7.5035914926468
13149,13149,NS-IBTS,2004,53.3574,4.078,2004-08-23 05:22:00,1662.4215730391659,58.92415803042469,0.6267634042745589
10170,10170,NS-IBTS,1999,56.9167,1.8167,1999-01-28 20:32:00,0.0,0.0,2.9324006832290284
19,19,NS-IBTS,1977,53.4667,3.05,1977-02-13 19:34:00,0.0,2.6624279388198833,0.623698334646953
8035,8035,NS-IBTS,1995,58.4,1.0333,1995-02-21 11:14:00,12.648222248634484,0.4162084046564746,10.367969883929533
4172,4172,NS-IBTS,1988,56.2167,-0.7333,1988-01-27 06:25:00,0.0,0.0,11.109890302165532
10361,10361,NS-IBTS,1999,58.7167,2.6833,1999-07-23 09:28:00,0.0,0.0,4.4379020574719235
9729,9729,NS-IBTS,1998,58.5333,10.8333,1998-04-02 10:21:00,75.88933349180692,4.209915761096344,7.225173943840759
2538,2538,NS-IBTS,1984,57.9,11.2167,1984-02-14 07:15:00,11427.386600523721,107.08033321373962,66.96276848464797
3519,3519,NS-IBTS,1986,61.1667,-0.9333,1986-01-27 12:37:00,0.0,0.0,12.652098837259768
18856,18856,NS-IBTS,2013,60.753,-2.045,2013-08-15 05:29:00,0.0,0.0,14.779936044189204
5792,5792,NS-IBTS,1992,53.4333,1.0667,1992-01-14 07:58:00,0.0,0.03236881281477084,0.4120155549349304
14777,14777,NS-IBTS,2006,58.8222,-2.4047,2006-07-31 14:33:00,0.0,0.0,14.579890201798792
1260,1260,NS-IBTS,1980,58.4,0.7167,1980-10-02 15:39:00,0.0,0.0,0.6177724447155298
15779,15779,NS-IBTS,2008,57.6538,10.991,2008-08-25 13:11:00,63936.37916716202,161.0594050342419,2.910991496338418
19980,19980,NS-IBTS,2015,59.1995,0.9165,2015-10-02 15:28:00,0.0,0.0,3.866967418176112
21606,21606,NS-IBTS,2018,57.181999999999995,-1.545,2018-10-02 07:44:00,94.86166686475865,0.2063394214425841,0.9775602034450106
8664,8664,NS-IBTS,1996,60.0167,-1.6833,1996-08-21 18:42:00,0.0,0.0,35.92776312935005
13927,13927,NS-IBTS,2005,55.742,0.1847,2005-11-08 06:53:00,0.0,0.9322087794414108,63.233690165028115
17395,17395,NS-IBTS,2011,56.61,-0.4348,2011-08-18 09:18:00,0.0,0.0,141.38574218789032
16389,16389,NS-IBTS,2009,58.2452,2.7158,2009-08-18 09:55:00,0.0,0.0,0.4253189280003316
3135,3135,NS-IBTS,1986,53.9667,5.35,1986-09-02 07:34:00,6190.162841690564,14.733202841302633,0.0
16496,16496,NS-IBTS,2009,61.0422,2.6262,2009-08-27 05:42:00,0.0,0.04066826042276174,0.0
12233,12233,NS-IBTS,2002,57.8917,11.185,2002-06-09 08:31:00,51958.67874560549,128.11678252640166,516.271501315859
19995,19995,NS-IBTS,2015,59.3117,1.6367,2015-07-02 07:54:00,95.23887667367352,0.368160472695469,5.961962540965838
20287,20287,NS-IBTS,2016,55.8472,1.2067,2016-08-20 04:42:00,0.0,1.6833539573828535,318.89482151902286
10570,10570,NS-IBTS,2000,54.0833,2.35,2000-10-02 09:59:00,335.28638255670984,5.727005592164054,0.8946882696739505
14936,14936,NS-IBTS,2007,53.2167,3.6191,2007-02-19 15:14:00,1883.1769092200934,6.207937702324344,0.0
16506,16506,NS-IBTS,2009,61.2505,1.3382,2009-12-02 11:45:00,0.0,0.0,29.54162891878048
9633,9633,NS-IBTS,1998,57.6167,8.7667,1998-01-09 10:13:00,0.0,0.2807937589890793,0.3160599893691938
17835,17835,NS-IBTS,2012,54.7422,6.5081,2012-04-02 15:31:00,2814.684132522595,14.270669689171465,4.39445800529024
13138,13138,NS-IBTS,2004,52.6833,2.3167,2004-01-25 15:50:00,19.3495431818666,0.0,1.8980411325699311
9375,9375,NS-IBTS,1998,54.7167,5.15,1998-05-02 13:45:00,4358.601454737769,5.036465333377406,0.0
16326,16326,NS-IBTS,2009,57.63,5.4667,2009-02-21 07:32:00,0.0,0.0,2.144826887140257
13269,13269,NS-IBTS,2004,55.1642,6.521,2004-01-22 07:15:00,584.1584766603735,2.9307150092374985,1.2000194885491964
2751,2751,NS-IBTS,1985,54.7333,6.7167,1985-12-02 12:03:00,11678.850384763082,75.18312636244372,0.0
196,196,NS-IBTS,1977,56.5167,-2.25,1977-02-20 10:55:00,0.0,0.21284158280136628,0.11093157597779804
6530,6530,NS-IBTS,1993,54.3833,4.7667,1993-02-16 16:22:00,628.7583665798667,17.092511307156588,10.436575753323108
19762,19762,NS-IBTS,2015,56.6833,7.5633,2015-01-22 08:06:00,1698.6770328800205,4.80981030910875,3.2247283259427184
7822,7822,NS-IBTS,1995,56.4167,0.2167,1995-09-02 21:51:00,0.0,1.3049382536335763,2.7990373538066784
7498,7498,NS-IBTS,1994,58.2333,2.6833,1994-08-22 18:13:00,0.0,0.0,4.211424454199014
11991,11991,NS-IBTS,2002,55.7167,0.8667,2002-02-25 07:14:00,0.0,0.0,2.3506694718025254
11,11,NS-IBTS,1977,53.0333,4.05,1977-08-02 16:02:00,0.0,7.966563351524978,26.112242050787764
2952,2952,NS-IBTS,1985,57.8667,-2.6667,1985-02-15 12:30:00,1682.632524756752,9.3992733709005,1.4667175972919773
13383,13383,NS-IBTS,2004,56.5938,11.8195,2004-01-27 12:44:00,0.0,14.703401820073733,989.6294006753736
14720,14720,NS-IBTS,2006,57.9102,9.67,2006-06-09 07:32:00,0.0,0.0,3.0924055234512173
9940,9940,NS-IBTS,1999,54.45,6.7167,1999-11-02 15:33:00,1173.1017888213016,8.183090247182992,4.280787850646762
15192,15192,NS-IBTS,2007,57.1492,1.5403,2007-08-26 14:09:00,0.0,0.0,7.075796793196705
21875,21875,NS-IBTS,2018,61.5867,-0.6568,2018-09-08 04:12:00,0.0,0.0,3.7731938410680783
10897,10897,NS-IBTS,2000,57.8333,1.4833,2000-06-09 13:43:00,0.0,7.961948628346818,248.97395691913482
14318,14318,NS-IBTS,2005,60.78,0.5633,2005-07-15 05:25:00,0.0,0.0,0.4705169390552114
11793,11793,NS-IBTS,2002,52.6672,3.9007,2002-02-18 13:48:00,0.0,0.0674577410968489,12.813771471885056
19476,19476,NS-IBTS,2015,51.5284,1.7575,2015-01-19 12:12:00,0.0,0.0,0.3881099379523593
15635,15635,NS-IBTS,2008,56.0761,5.7123,2008-02-13 12:53:00,66.2996426321463,3.8179232729378088,46.3539157148429
5637,5637,NS-IBTS,1991,58.6667,-0.5667,1991-08-30 13:26:00,0.0,0.0,8.082164858090401
11999,11999,NS-IBTS,2002,55.7756,3.4891,2002-06-02 12:53:00,0.0,1.1203954751546636,0.7393032848162899
13634,13634,NS-IBTS,2004,59.2967,2.3067,2004-11-09 10:42:00,0.0,0.0,2.5455357310423232
7355,7355,NS-IBTS,1994,56.9333,11.6833,1994-02-15 15:51:00,4522.721312532589,13.246477522370201,8.404978388132648
5623,5623,NS-IBTS,1991,58.4667,0.7333,1991-01-09 05:19:00,0.0,0.0,0.18158226088628224
19413,19413,NS-IBTS,2014,59.76,-0.4117,2014-07-21 20:29:00,0.0,0.0,7.144675244352085
13811,13811,NS-IBTS,2005,54.2983,2.7875,2005-08-08 13:38:00,7833.10500932441,0.8172536461851058,0.0
8864,8864,NS-IBTS,1997,55.3333,5.3167,1997-12-02 07:54:00,1755.7142264680786,18.461306551345526,0.0
1903,1903,NS-IBTS,1983,53.8833,6.3667,1983-02-22 13:44:00,117.95235033398086,1.885007758536856,1.8220778497454504
13729,13729,NS-IBTS,2005,51.8083,3.577,2005-02-24 16:17:00,9222.396221216428,6.233204173829018,3.7838104767858796
2385,2385,NS-IBTS,1984,55.2667,5.6833,1984-08-02 07:13:00,2098.0490644274287,1.380113163300242,0.15481525888348807
597,597,NS-IBTS,1978,57.8833,-2.7833,1978-01-31 13:40:00,24.80180100336628,0.018179387938158226,0.0
17487,17487,NS-IBTS,2011,57.5133,0.8533,2011-06-07 21:36:00,0.0,0.0,1.795066062053721
18418,18418,NS-IBTS,2013,54.7164,0.7368,2013-06-02 15:38:00,0.0,0.5042018218227126,1.126930159440952
3247,3247,NS-IBTS,1986,55.1167,7.7833,1986-02-14 09:29:00,279.085466614709,0.05564201851338799,0.0
14554,14554,NS-IBTS,2006,56.1108,5.8155,2006-11-08 10:49:00,0.0,0.0,49.03978221525188
11521,11521,NS-IBTS,2001,57.5365,4.1025,2001-01-23 15:54:00,0.0,0.0,0.3637480168473137
3145,3145,NS-IBTS,1986,54.0833,1.5833,1986-04-02 12:58:00,0.0,0.17195665245852984,0.8314072490832703
3505,3505,NS-IBTS,1986,60.15,-0.4,1986-01-30 09:10:00,0.0,0.0,0.24256965625012245
15829,15829,NS-IBTS,2008,58.1755,1.2528,2008-08-02 10:59:00,0.0,0.0,0.8017404210833086
21345,21345,NS-IBTS,2018,53.2207,2.355,2018-07-02 14:22:00,13277.24256395478,11.648494144369366,5.303782511843531
7246,7246,NS-IBTS,1994,55.9167,5.8833,1994-12-09 07:21:00,44953.17954766835,10.028501177256842,21.42805357698485
11548,11548,NS-IBTS,2001,57.75,5.2167,2001-08-26 04:16:00,25.29644449726897,0.061357943139612035,0.2737153527741374
9072,9072,NS-IBTS,1997,57.8333,10.5,1997-04-09 10:19:00,0.0,0.05564201851338799,12.639868332043259
12496,12496,NS-IBTS,2003,53.4198,1.5005,2003-02-18 12:39:00,55.075119939116604,0.277720494689466,0.0808608748982894
16474,16474,NS-IBTS,2009,60.2253,1.4368,2009-11-02 14:40:00,0.0,0.0,0.7958483098055996
1385,1385,NS-IBTS,1981,55.25,4.75,1981-02-17 14:40:00,0.0,14.53948441048406,6.337293606157192
17777,17777,NS-IBTS,2012,53.8403,2.5801,2012-01-26 07:51:00,202.37155597815175,5.2446611396481115,1.130258504891002
10988,10988,NS-IBTS,2000,59.2,-2.2667,2000-07-02 10:53:00,0.0,0.0,1.306837477019695
21095,21095,NS-IBTS,2017,57.886,-3.34,2017-01-02 08:07:00,0.0,0.10508636456740376,4.424891623684084
17703,17703,NS-IBTS,2011,60.9353,-1.8582,2011-02-13 11:27:00,0.0,0.0,0.9441705506428062
22155,22155,NS-IBTS,2019,59.8558,0.4821,2019-02-13 12:34:00,0.0,0.0,251.72016382176048
17542,17542,NS-IBTS,2011,57.9267,-3.2945,2011-03-02 13:34:00,0.0,0.2903967492797178,0.0
4208,4208,NS-IBTS,1988,56.7167,5.4667,1988-02-13 16:15:00,126.48222248634485,0.5692633720172033,0.4492433184216009
15983,15983,NS-IBTS,2009,50.1376,0.9223,2009-02-18 13:15:00,69.94243217640454,0.4598806939389404,12.037496135269695
15193,15193,NS-IBTS,2007,57.1697,11.4462,2007-09-19 09:55:00,0.0,0.0,5.68135898984982
18372,18372,NS-IBTS,2013,53.8781,3.8925,2013-01-25 07:44:00,3339.381255182473,4.359161336910615,1.5022759611382002
13777,13777,NS-IBTS,2005,53.7771,3.4745,2005-09-02 07:15:00,32812.6427269239,11.141272693513901,0.0
596,596,NS-IBTS,1978,57.8833,-2.8333,1978-01-03 12:20:00,44183.10218160483,2.0253131003656666,0.0
19632,19632,NS-IBTS,2015,55.1408,6.2033,2015-07-08 04:22:00,8047.603177289845,13.876252896000908,4.765269839832693
18178,18178,NS-IBTS,2012,58.6683,2.5317,2012-01-03 06:49:00,0.0,0.0,0.8682877683122224
18645,18645,NS-IBTS,2013,57.5238,3.6808,2013-09-02 15:28:00,0.0,0.0,1.5916243987519685
4127,4127,NS-IBTS,1988,55.4333,-0.5667,1988-12-02 12:49:00,0.0,0.8325150354795755,2.0161921274917045
11208,11208,NS-IBTS,2001,54.2333,4.4667,2001-08-13 11:54:00,51152.83260006847,26.730901384199964,0.0
20199,20199,NS-IBTS,2016,54.611999999999995,1.03,2016-08-21 13:05:00,0.0,0.1349154821936978,0.0
1850,1850,NS-IBTS,1982,60.0167,-1.85,1982-02-28 10:52:00,0.0,0.0,72.63142007707101
290,290,NS-IBTS,1977,58.7333,0.4833,1977-02-28 10:59:00,0.0,0.0,0.35661144884381857
11129,11129,NS-IBTS,2001,52.65,3.4,2001-02-16 16:23:00,0.0,0.0,0.8435215157028908
18059,18059,NS-IBTS,2012,57.4445,10.8333,2012-08-21 05:34:00,73446.15623260902,2.8625818420630225,26.202530341851727
14446,14446,NS-IBTS,2006,54.3722,5.3247,2006-04-08 09:23:00,0.0,164.54037681932908,88.23840150695435
14015,14015,NS-IBTS,2005,56.6203,-1.2845,2005-07-22 09:25:00,0.0,0.0,2.390933897044909
1541,1541,NS-IBTS,1981,58.4333,-1.2167,1981-02-24 11:00:00,0.0,0.0,9.182268995824437
10550,10550,NS-IBTS,2000,53.8333,0.9,2000-02-19 09:24:00,25.29644449726897,2.8743583971951656,15.217414929252833
12442,12442,NS-IBTS,2003,51.4888,1.7795,2003-02-20 07:12:00,0.0,0.0,0.0808608748982894
16358,16358,NS-IBTS,2009,57.8983,9.8992,2009-01-21 12:10:00,0.0,0.0,0.3181610507147469
4722,4722,NS-IBTS,1989,58.7333,-2.3333,1989-05-02 14:41:00,0.0,0.0,0.2279359282152193
3289,3289,NS-IBTS,1986,55.75,4.4833,1986-11-02 15:35:00,0.0,82.78010560588865,0.0
19817,19817,NS-IBTS,2015,57.19,11.4422,2015-01-27 09:37:00,1910.4777213027485,3.3900901137800354,1.0559704830726735
12516,12516,NS-IBTS,2003,53.8333,4.5333,2003-08-13 08:52:00,15652.961597230049,0.5179010050363334,0.0
19341,19341,NS-IBTS,2014,58.4082,-2.5676,2014-08-23 05:46:00,41.5245064806506,0.0,4.083243224316167
891,891,NS-IBTS,1979,57.1667,11.9333,1979-12-03 16:40:00,0.0,0.0,11.753512612575113
15858,15858,NS-IBTS,2008,58.6467,3.64,2008-07-17 04:39:00,0.0,0.061357943139612035,1.1478823971939027
3517,3517,NS-IBTS,1986,61.1167,-1.4167,1986-01-27 09:38:00,0.0,0.0,0.3074550562719553
4469,4469,NS-IBTS,1989,54.3,6.5167,1989-02-17 06:39:00,574.2227062788512,2.7957015934883023,2.2978641321858198
8236,8236,NS-IBTS,1996,54.4,7.75,1996-09-09 14:58:00,86698.75180029945,9.315533477658024,0.0
9384,9384,NS-IBTS,1998,54.7833,3.6167,1998-07-29 07:49:00,91.19812258934364,0.0,0.0
0,0,NS-IBTS,1977,52.4333,4.0167,1977-03-03 07:20:00,0.0,0.0,123.16690433042507
5860,5860,NS-IBTS,1992,54.4167,1.45,1992-01-17 12:13:00,87.07294431839969,11.397008707466778,11.540781130013436
1427,1427,NS-IBTS,1981,55.7667,-1.6667,1981-02-02 13:27:00,0.0,2.0285521313469497,4.569425256898504
12238,12238,NS-IBTS,2002,57.9667,9.8335,2002-01-31 10:56:00,573.4734518636633,2.5804682582122873,61.58471924605389
5988,5988,NS-IBTS,1992,55.8333,4.4333,1992-11-08 16:06:00,0.0,0.0,0.7098168674136855
22175,22175,NS-IBTS,2019,60.7531,1.2601,2019-02-15 10:08:00,0.0,0.0,4.293996509131513
19234,19234,NS-IBTS,2014,57.2163,12.0503,2014-08-26 09:27:00,828953.4912769656,0.0,49.16396500128724
20499,20499,NS-IBTS,2016,57.867,-3.048,2016-07-08 06:05:00,0.0,0.0,2.6516014214364456
20280,20280,NS-IBTS,2016,55.7535,5.2735,2016-08-16 04:18:00,80.99307947258396,1.7007282155364256,1.257006857237836
19289,19289,NS-IBTS,2014,57.7933,1.5167,2014-07-23 08:11:00,0.0,0.0,982.708659144048
14082,14082,NS-IBTS,2005,57.3412,11.5883,2005-09-19 10:57:00,11089.553429936004,5.041266284084106,67.40521001046713
11351,11351,NS-IBTS,2001,55.7377,0.16899999999999998,2001-08-14 05:45:00,0.0,0.061357943139612035,2.394256877567748
11358,11358,NS-IBTS,2001,55.7667,6.4833,2001-07-20 14:23:00,182508.0699773933,48.165038555797494,21.556087783050103
3607,3607,NS-IBTS,1987,54.0667,0.9667,1987-02-24 07:54:00,25.29644449726897,6.633707378384032,10.043140933086423
20869,20869,NS-IBTS,2017,55.369,0.2012,2017-08-02 15:47:00,0.0,0.0,0.2902542167372832
419,419,NS-IBTS,1978,54.4,6.1333,1978-02-22 11:15:00,0.0,3.4454196047128614,2.4022827994003544
11653,11653,NS-IBTS,2001,58.8423,0.8468,2001-01-02 08:00:00,0.0,0.0,26.411704738596107
88,88,NS-IBTS,1977,54.65,0.4833,1977-02-18 09:20:00,0.0,0.470238423948906,25.83864138265732
13809,13809,NS-IBTS,2005,54.2943,0.5456,2005-06-09 05:26:00,0.0,0.0,1.2954754362351928
6189,6189,NS-IBTS,1992,57.75,4.5333,1992-02-21 09:05:00,0.0,0.0,2.9891199189848168
19767,19767,NS-IBTS,2015,56.728,3.5269999999999997,2015-08-13 15:52:00,0.0,0.2576313684729219,10.595400337207998
22115,22115,NS-IBTS,2019,58.5665,10.8448,2019-01-27 13:50:00,0.0,0.8135030295658592,1.8992693244620629
811,811,NS-IBTS,1979,55.6667,2.6667,1979-05-03 15:45:00,0.0,75.8535480785772,106.88811680345407
6667,6667,NS-IBTS,1993,56.1667,6.5,1993-02-18 16:16:00,4362.334604194789,19.95467743484227,1.04007842691388
3525,3525,NS-IBTS,1987,52.2,4.0667,1987-02-17 13:21:00,32553.472362450128,1.513672174179877,0.877241206481256
20893,20893,NS-IBTS,2017,55.7973,6.438,2017-12-02 12:09:00,72543.82265362094,7.306902771629359,3.2880074013830525
1633,1633,NS-IBTS,1982,54.3667,7.6,1982-10-02 12:46:00,87.20869762900524,1.0232294759253435,0.0
19134,19134,NS-IBTS,2014,56.3038,7.169,2014-07-30 11:42:00,429868.9270432593,2188.6353239472846,198.29347575161685
21947,21947,NS-IBTS,2019,54.3869,7.1584,2019-01-27 14:52:00,14841.23811273366,5.275243849316351,24.67202991272594
15179,15179,NS-IBTS,2007,57.0162,12.2092,2007-09-14 05:25:00,2037.882683580696,37.8383991684491,911.64995233676
12052,12052,NS-IBTS,2002,56.2833,1.55,2002-02-19 11:03:00,164.4268892322483,40.330024086999614,80.39693575382154
9050,9050,NS-IBTS,1997,57.7167,2.5333,1997-07-02 06:19:00,0.0,0.0,0.17534904374674828
