,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Limanda_limanda_juvenile,Limanda_limanda_adult,YearQuarter
7335,NS-IBTS,1995,1,16-02-1995 07:35:00 AM,56.9167,11.7167,65,0.07509290399439694,2.6178881326019203,9
7336,NS-IBTS,1995,1,16-02-1995 08:00:00 AM,57.35,2.3333,78,0.0,26.828786240461568,9
7337,NS-IBTS,1995,1,16-02-1995 09:53:00 AM,57.1,11.8333,60,0.03225851903088568,1.110913307200671,9
7338,NS-IBTS,1995,1,16-02-1995 10:46:00 AM,58.8333,-1.1167,118,0.0,1.1753858821608212,9
7339,NS-IBTS,1995,1,16-02-1995 11:44:00 AM,57.2,11.6667,71,0.03754645199719847,0.47538237249574383,9
7340,NS-IBTS,1995,1,16-02-1995 12:16:00 PM,57.5333,3.2667,60,0.009386612999299618,14.580600208129313,9
7341,NS-IBTS,1995,1,16-02-1995 01:00:00 PM,53.4333,0.95,14,0.0,6.450584521853386,9
7342,NS-IBTS,1995,1,16-02-1995 02:16:00 PM,57.25,11.9833,39,0.0,147.30020066832196,9
7343,NS-IBTS,1995,1,16-02-1995 02:25:00 PM,58.7167,-0.4833,126,0.0,0.14918534665587524,9
7344,NS-IBTS,1995,1,16-02-1995 03:39:00 PM,57.8333,2.9667,62,0.0,340.903542845145,9
7345,NS-IBTS,1995,1,16-02-1995 04:09:00 PM,53.8167,0.85,38,0.0,89.09033069873736,9
7346,NS-IBTS,1995,1,16-02-1995 06:07:00 PM,59.3167,-0.6,134,0.0,0.3604211804984826,9
7347,NS-IBTS,1995,1,16-02-1995 06:13:00 PM,58.0167,3.05,87,0.0,9.768412829793984,9
7348,NS-IBTS,1995,1,17-02-1995 05:15:00 AM,59.4,-1.0667,128,0.0,5.615559726087977,9
7349,NS-IBTS,1995,1,17-02-1995 07:14:00 AM,55.35,-1.1167,90,0.0,4.990580679492668,9
7350,NS-IBTS,1995,1,17-02-1995 08:44:00 AM,59.7,-0.5167,141,0.0,0.4241994122964544,9
7351,NS-IBTS,1995,1,17-02-1995 10:04:00 AM,55.7,-1.3333,77,0.0,7.223988606700752,9
7352,NS-IBTS,1995,1,17-02-1995 12:27:00 PM,59.7,0.65,126,0.0,0.6552614628076849,9
7353,NS-IBTS,1995,1,17-02-1995 01:23:00 PM,55.65,-0.5333,60,0.0,30.128572259522493,9
7354,NS-IBTS,1995,1,17-02-1995 02:38:00 PM,59.7167,1.25,116,0.0,1.1737703314969852,9
7355,NS-IBTS,1995,1,17-02-1995 04:03:00 PM,55.3667,-0.3833,65,0.0,6.061152838448508,9
7356,NS-IBTS,1995,1,18-02-1995 06:34:00 AM,60.25,0.5833,165,0.0,0.0,9
7357,NS-IBTS,1995,1,18-02-1995 07:11:00 AM,55.0667,0.0667,72,0.0,25.570696412670408,9
7358,NS-IBTS,1995,1,18-02-1995 09:43:00 AM,60.6833,0.6833,153,0.0,0.36409886687922766,9
7359,NS-IBTS,1995,1,18-02-1995 10:02:00 AM,54.8167,-0.3,62,0.0,6.908405471722036,9
7360,NS-IBTS,1995,1,18-02-1995 01:04:00 PM,54.4833,-0.0667,55,0.0,21.086935869272544,9
7361,NS-IBTS,1995,1,18-02-1995 01:58:00 PM,60.7,-0.6167,112,0.0,4.81012512891606,9
7362,NS-IBTS,1995,1,18-02-1995 03:47:00 PM,54.2167,0.2167,56,0.0,10.064733689627374,9
7363,NS-IBTS,1995,1,18-02-1995 05:19:00 PM,61.2167,-0.6167,167,0.0,1.079634779789926,9
7364,NS-IBTS,1995,1,18-02-1995 06:52:00 PM,57.5667,4.15,69,0.18926682931812636,52.195311909619036,9
7365,NS-IBTS,1995,1,19-02-1995 06:30:00 AM,61.1667,-1.0167,162,0.0,0.2566636189215253,9
7366,NS-IBTS,1995,1,19-02-1995 07:12:00 AM,52.65,2.3,43,0.009316257149486657,2.569560737601956,9
7367,NS-IBTS,1995,1,19-02-1995 10:02:00 AM,52.5167,1.9167,24,0.0,0.7909902595602658,9
7368,NS-IBTS,1995,1,19-02-1995 11:48:00 AM,61.25,0.6,169,0.0,0.0821250513107312,9
7369,NS-IBTS,1995,1,19-02-1995 12:54:00 PM,52.1667,2.0833,38,0.0,0.40542531861268183,9
7370,NS-IBTS,1995,1,19-02-1995 02:15:00 PM,61.25,1.2667,154,0.0,0.4897635183576444,9
7371,NS-IBTS,1995,1,19-02-1995 03:07:00 PM,52.0833,1.9167,27,0.0,1.7570775561093508,9
7372,NS-IBTS,1995,1,19-02-1995 04:22:00 PM,56.7167,2.0667,85,0.018773225998599236,3.3925887852879333,9
7373,NS-IBTS,1995,1,19-02-1995 05:39:00 PM,61.3,2.0,175,0.0,0.26359567619061486,9
7374,NS-IBTS,1995,1,20-02-1995 06:31:00 AM,60.7833,1.2833,148,0.0,0.0,9
7375,NS-IBTS,1995,1,20-02-1995 07:02:00 AM,51.9833,1.85,25,0.0,2.213238398133123,9
7376,NS-IBTS,1995,1,20-02-1995 08:06:00 AM,57.2833,1.8167,88,0.0,0.3582170000977275,9
7377,NS-IBTS,1995,1,20-02-1995 10:25:00 AM,51.5333,2.1,41,0.0,17.851607163631257,9
7378,NS-IBTS,1995,1,20-02-1995 10:54:00 AM,60.2333,1.4,122,0.0,8.417229305836129,9
7379,NS-IBTS,1995,1,20-02-1995 02:47:00 PM,57.5,1.1333,90,0.0,9.234432893352823,9
7380,NS-IBTS,1995,1,20-02-1995 04:46:00 PM,59.75,0.5833,126,0.0,0.7852021037243977,9
7381,NS-IBTS,1995,1,20-02-1995 07:10:00 PM,57.5333,0.6667,86,0.0,5.78512967658603,9
7382,NS-IBTS,1995,1,21-02-1995 07:55:00 AM,53.3,4.3667,29,0.0,5.159339232476124,9
7383,NS-IBTS,1995,1,21-02-1995 08:13:00 AM,58.3667,0.4667,143,0.0,0.10367119284622653,9
7384,NS-IBTS,1995,1,21-02-1995 11:14:00 AM,58.4,1.0333,130,0.0,0.026999203030825147,9
7385,NS-IBTS,1995,1,21-02-1995 01:48:00 PM,53.7167,6.6333,22,0.03754645199719847,5.1437655395317865,9
7386,NS-IBTS,1995,1,21-02-1995 01:53:00 PM,58.5,1.1667,136,0.0,0.10911084031006282,9
7387,NS-IBTS,1995,1,21-02-1995 03:45:00 PM,53.7833,7.2167,20,0.018773225998599236,3.2936316870938307,9
7388,NS-IBTS,1995,1,21-02-1995 05:59:00 PM,58.5167,0.4667,138,0.0,0.0,9
7389,NS-IBTS,1995,1,22-02-1995 07:19:00 AM,54.1333,8.1833,20,0.01602629368047851,0.6410025813402983,9
7390,NS-IBTS,1995,1,22-02-1995 08:17:00 AM,58.85,-0.6,133,0.0,0.033530147672572015,9
7391,NS-IBTS,1995,1,22-02-1995 09:42:00 AM,54.0833,7.9,34,0.0,0.5185684125509825,9
7392,NS-IBTS,1995,1,22-02-1995 04:10:00 PM,54.0833,6.75,34,0.298120228783573,125.78071666828025,9
7393,NS-IBTS,1995,1,22-02-1995 10:59:00 PM,57.75,-2.5667,97,0.018773225998599236,0.3053517446800613,9
7398,NS-IBTS,1995,1,23-02-1995 09:47:00 AM,52.7833,3.35,42,0.0,30.4016613274692,9
7399,NS-IBTS,1995,1,23-02-1995 04:23:00 PM,53.2167,2.7167,34,0.0,0.6677743138714989,9
7424,NS-IBTS,1995,1,27-02-1995 04:54:00 PM,57.5,-1.3333,100,0.018773225998599236,6.692433313196951,9
7425,NS-IBTS,1995,1,27-02-1995 09:10:00 PM,57.7667,-0.45,115,0.0,0.4912881470761785,9
7432,NS-IBTS,1995,1,28-02-1995 11:20:00 AM,57.85,-3.0333,96,0.0,4.165665784099798,9
7433,NS-IBTS,1995,1,28-02-1995 02:41:00 PM,58.15,-3.1,58,0.0,0.5935094684006162,9
7487,NS-IBTS,1995,3,08-08-1995 06:40:00 AM,51.7333,1.7333,31,0.002129632775103368,2.3237163457577608,10
7488,NS-IBTS,1995,3,08-08-1995 10:47:00 AM,53.7833,4.5,39,0.24279232919865118,24.341955489108614,10
7489,NS-IBTS,1995,3,08-08-1995 11:26:00 AM,51.6333,2.8333,37,0.0,2.215560657897173,10
7490,NS-IBTS,1995,3,08-08-1995 02:42:00 PM,53.7333,5.2833,30,0.09823027064248747,76.44565750339517,10
7491,NS-IBTS,1995,3,08-08-1995 04:00:00 PM,51.8,3.5833,22,0.029624169247131356,5.779587667602645,10
7494,NS-IBTS,1995,3,09-08-1995 06:19:00 AM,52.5333,4.1833,22,0.0,3.777405436115273,10
7495,NS-IBTS,1995,3,09-08-1995 06:23:00 AM,53.7833,3.4667,37,4.525877851643088,80.5728179943529,10
7496,NS-IBTS,1995,3,09-08-1995 09:47:00 AM,52.65,3.4,30,0.0,2.3371664856643513,10
7497,NS-IBTS,1995,3,09-08-1995 01:02:00 PM,52.8,2.7333,37,0.0,16.48502311254828,10
7498,NS-IBTS,1995,3,11-08-1995 06:19:00 AM,54.5667,6.3667,39,0.37338940808307686,30.182461202140072,10
7499,NS-IBTS,1995,3,11-08-1995 09:48:00 AM,54.6333,5.6333,43,0.09677555709265705,19.437462715393576,10
7500,NS-IBTS,1995,3,11-08-1995 12:59:00 PM,54.7667,4.85,43,0.018773225998599236,10.119154398485517,10
7501,NS-IBTS,1995,3,12-08-1995 07:10:00 AM,54.6,3.3333,41,0.1129048166080999,88.39882135519198,10
7502,NS-IBTS,1995,3,12-08-1995 10:07:00 AM,54.5333,2.6667,23,1.1639400119131527,316.20394824551056,10
7503,NS-IBTS,1995,3,12-08-1995 02:26:00 PM,53.85,2.6167,35,0.03754645199719847,35.22668570390856,10
7504,NS-IBTS,1995,3,13-08-1995 06:18:00 AM,53.9167,1.3,41,1.149336446539562,23.87663018851178,10
7505,NS-IBTS,1995,3,14-08-1995 06:20:00 AM,54.8833,-0.2667,70,0.0,11.484477399631979,10
7506,NS-IBTS,1995,3,14-08-1995 08:52:00 AM,54.8667,0.2,77,0.0,11.514561546866823,10
7507,NS-IBTS,1995,3,14-08-1995 01:22:00 PM,54.7833,1.2833,35,0.29098500297828817,104.2037717666121,10
7508,NS-IBTS,1995,3,15-08-1995 06:23:00 AM,55.8,2.45,80,0.0,22.389405489902167,10
7509,NS-IBTS,1995,3,15-08-1995 12:28:00 PM,55.55,3.7333,34,0.013485293032286445,4.855165197229489,10
7510,NS-IBTS,1995,3,15-08-1995 06:06:00 PM,55.7667,4.4833,43,0.09551594830951811,87.481861525098,10
7511,NS-IBTS,1995,3,16-08-1995 05:21:00 AM,54.9333,7.1167,31,0.0,11.468091865582977,10
7512,NS-IBTS,1995,3,16-08-1995 09:34:00 AM,55.5667,7.2,29,0.3475701415905903,49.332154018734016,10
7513,NS-IBTS,1995,3,16-08-1995 11:49:00 AM,55.65,6.8167,34,0.590557575555933,24.84852260643995,10
7514,NS-IBTS,1995,3,16-08-1995 05:28:00 PM,55.8,5.1833,50,0.18807757638480038,46.248550750667405,10
7515,NS-IBTS,1995,3,17-08-1995 06:18:00 AM,56.5833,6.8833,38,0.2970620036925822,141.03200296060947,10
7516,NS-IBTS,1995,3,17-08-1995 01:30:00 PM,56.7833,5.7833,55,0.05103174502948492,64.17818877096418,10
7517,NS-IBTS,1995,3,17-08-1995 05:54:00 PM,56.7167,4.6333,59,0.0,42.80675878852571,10
7518,NS-IBTS,1995,3,18-08-1995 04:56:00 PM,56.7333,2.4833,71,0.0,40.470413279327786,10
7522,NS-IBTS,1995,3,19-08-1995 06:25:00 AM,56.7167,1.4167,98,0.0,0.0,10
7523,NS-IBTS,1995,3,19-08-1995 10:04:00 AM,56.8333,0.4167,85,0.0,19.52998275354123,10
7524,NS-IBTS,1995,3,19-08-1995 02:11:00 PM,56.5167,-0.4333,75,0.0,45.4655056834893,10
7530,NS-IBTS,1995,3,20-08-1995 05:26:00 AM,55.8167,1.2,81,0.0,30.873554631165035,10
7531,NS-IBTS,1995,3,20-08-1995 09:11:00 AM,55.85,0.1,83,0.0,30.506930787683842,10
7532,NS-IBTS,1995,3,20-08-1995 01:29:00 PM,55.6167,-0.8,97,0.0,8.450306614446019,10
7538,NS-IBTS,1995,3,21-08-1995 06:19:00 AM,56.5167,-1.45,63,0.06570629099509734,74.27441613173895,10
7539,NS-IBTS,1995,3,21-08-1995 03:33:00 PM,57.25,-1.5,82,0.0,5.717098724303187,10
7540,NS-IBTS,1995,3,21-08-1995 06:50:00 PM,52.3333,2.75,45,0.0,0.723952113447391,10
7541,NS-IBTS,1995,3,22-08-1995 05:16:00 AM,57.0833,-0.3,81,0.0,32.98920570472744,10
7542,NS-IBTS,1995,3,22-08-1995 06:16:00 AM,54.25,3.7667,41,0.0,74.67520320855034,10
7543,NS-IBTS,1995,3,22-08-1995 08:44:00 AM,54.2333,4.45,48,0.0,17.53546006104211,10
7544,NS-IBTS,1995,3,22-08-1995 10:21:00 AM,57.9,-0.25,101,0.0,9.379546428901122,10
7545,NS-IBTS,1995,3,22-08-1995 12:00:00 PM,54.2333,5.4167,40,0.0,4.9962013466009445,10
7546,NS-IBTS,1995,3,22-08-1995 02:04:00 PM,58.1667,-0.8333,100,0.0,1.6994633188021617,10
7547,NS-IBTS,1995,3,22-08-1995 03:16:00 PM,54.2333,6.4667,41,0.2808948314808589,27.385563980253494,10
7548,NS-IBTS,1995,3,22-08-1995 05:22:00 PM,58.0167,-1.2,106,0.0,10.735560917089536,10
7549,NS-IBTS,1995,3,22-08-1995 06:40:00 PM,54.25,7.6667,44,0.12251146964385483,4.069374029962482,10
7550,NS-IBTS,1995,3,23-08-1995 06:17:00 AM,58.3333,-2.5667,46,0.0,52.746139455426594,10
7551,NS-IBTS,1995,3,23-08-1995 06:33:00 AM,55.25,3.4333,30,0.0,10.764534089495239,10
7552,NS-IBTS,1995,3,23-08-1995 10:52:00 AM,55.2333,4.5167,47,0.0,33.19668868321035,10
7553,NS-IBTS,1995,3,23-08-1995 10:56:00 AM,59.0667,-2.0333,72,0.0,10.831986461487595,10
7554,NS-IBTS,1995,3,23-08-1995 02:22:00 PM,55.2333,5.5167,42,0.0,30.048457532821132,10
7555,NS-IBTS,1995,3,23-08-1995 02:30:00 PM,59.2667,-1.1833,117,0.0,23.60599637419949,10
7556,NS-IBTS,1995,3,23-08-1995 05:58:00 PM,55.2333,6.6,42,0.7297773080787182,8.597467533875395,10
7557,NS-IBTS,1995,3,24-08-1995 06:10:00 AM,56.2333,7.4333,35,0.4505574239663817,36.107080406061776,10
7558,NS-IBTS,1995,3,24-08-1995 08:40:00 AM,56.5833,7.15,34,0.0,4.1845881131651295,10
7559,NS-IBTS,1995,3,24-08-1995 11:55:00 AM,57.1333,7.3833,50,0.0,2.8446448574124723,10
7560,NS-IBTS,1995,3,24-08-1995 02:00:00 PM,57.05,6.8833,60,0.0,0.5239857951759259,10
7561,NS-IBTS,1995,3,24-08-1995 04:05:00 PM,56.9333,6.7333,44,0.0,0.3975357924314228,10
7562,NS-IBTS,1995,3,25-08-1995 06:13:00 AM,57.2333,1.5833,98,0.0,0.09934557356915248,10
7563,NS-IBTS,1995,3,25-08-1995 09:26:00 AM,57.25,0.5667,85,0.0,7.525165933153168,10
7564,NS-IBTS,1995,3,25-08-1995 12:55:00 PM,57.1333,-0.5667,82,0.0,1.6476090735699818,10
7565,NS-IBTS,1995,3,25-08-1995 03:55:00 PM,57.25,-1.4667,85,0.0,0.4998864392668312,10
7566,NS-IBTS,1995,3,26-08-1995 06:23:00 AM,61.0167,-1.2333,131,0.0,0.2597482805608707,10
7567,NS-IBTS,1995,3,26-08-1995 12:55:00 PM,61.1833,-0.25,164,0.0,0.0,10
7568,NS-IBTS,1995,3,26-08-1995 04:02:00 PM,61.2667,0.5333,170,0.0,0.11887610705097316,10
7569,NS-IBTS,1995,3,27-08-1995 06:33:00 AM,61.4833,1.2667,180,0.0,0.0,10
7570,NS-IBTS,1995,3,27-08-1995 10:54:00 AM,61.0667,2.6,229,0.0,0.0,10
7571,NS-IBTS,1995,3,27-08-1995 04:28:00 PM,60.1833,3.1,129,0.0,0.2933608851533386,10
7572,NS-IBTS,1995,3,28-08-1995 06:19:00 AM,56.2333,-1.4667,54,0.0,28.724893321106073,10
7573,NS-IBTS,1995,3,28-08-1995 09:25:00 AM,56.2333,-0.5833,70,0.0,6.253692416376459,10
7574,NS-IBTS,1995,3,28-08-1995 11:16:00 AM,60.4,1.2167,145,0.0,0.20793246885504157,10
7575,NS-IBTS,1995,3,28-08-1995 12:32:00 PM,57.9,11.0167,79,0.0,0.0,10
7576,NS-IBTS,1995,3,28-08-1995 12:33:00 PM,56.25,0.4167,80,0.0,6.807041279824314,10
7577,NS-IBTS,1995,3,28-08-1995 03:07:00 PM,56.2333,1.1,86,0.0,2.045814575801503,10
7578,NS-IBTS,1995,3,28-08-1995 03:32:00 PM,60.2167,0.15,157,0.0,0.09934557356915248,10
7579,NS-IBTS,1995,3,28-08-1995 04:16:00 PM,57.8333,10.6167,105,0.0,0.0,10
7580,NS-IBTS,1995,3,28-08-1995 06:57:00 PM,56.1667,2.4167,71,0.0,43.956739063426014,10
7581,NS-IBTS,1995,3,29-08-1995 05:33:00 AM,59.2,-0.4333,143,0.0,0.0,10
7582,NS-IBTS,1995,3,29-08-1995 09:22:00 AM,57.75,10.15,83,0.0,210.01763673579677,10
7583,NS-IBTS,1995,3,29-08-1995 09:25:00 AM,55.2333,1.55,40,0.0,45.32949178215433,10
7584,NS-IBTS,1995,3,29-08-1995 09:42:00 AM,59.2333,0.8667,116,0.0,0.5625070753962501,10
7585,NS-IBTS,1995,3,29-08-1995 11:51:00 AM,57.75,9.75,38,0.0,177.90372403384953,10
7586,NS-IBTS,1995,3,29-08-1995 12:50:00 PM,55.25,0.45,85,0.0,40.44673259208287,10
7587,NS-IBTS,1995,3,29-08-1995 01:15:00 PM,59.3167,1.65,117,0.0,0.22322669336933013,10
7588,NS-IBTS,1995,3,29-08-1995 03:20:00 PM,55.2333,-0.25,74,0.0,6.028819737289037,10
7589,NS-IBTS,1995,3,29-08-1995 03:28:00 PM,57.9667,9.8667,104,0.0,0.0,10
7590,NS-IBTS,1995,3,29-08-1995 03:48:00 PM,57.8833,9.8667,63,0.0,23.454516768784465,10
7591,NS-IBTS,1995,3,29-08-1995 05:07:00 PM,58.0167,9.8333,147,0.0,0.0,10
7592,NS-IBTS,1995,3,29-08-1995 05:25:00 PM,59.2833,2.1333,122,0.0,0.38247178324158804,10
7593,NS-IBTS,1995,3,29-08-1995 06:51:00 PM,58.0667,9.8,265,0.0,0.0,10
7594,NS-IBTS,1995,3,30-08-1995 05:23:00 AM,57.4333,8.5833,40,0.1483382233551509,16.341863425174942,10
7595,NS-IBTS,1995,3,30-08-1995 06:10:00 AM,53.3833,1.5167,35,0.0,5.737074568819646,10
7596,NS-IBTS,1995,3,30-08-1995 06:20:00 AM,59.2667,3.3833,172,0.0,0.16549051015491437,10
7597,NS-IBTS,1995,3,30-08-1995 06:40:00 AM,57.45,8.6667,50,0.11263935599159543,33.86377221279072,10
7598,NS-IBTS,1995,3,30-08-1995 08:41:00 AM,57.5333,8.6167,68,0.06451703806177136,18.623911669242172,10
7599,NS-IBTS,1995,3,30-08-1995 10:11:00 AM,57.6167,8.7667,82,0.018773225998599236,2.02186502073618,10
7600,NS-IBTS,1995,3,30-08-1995 11:01:00 AM,58.4833,3.8667,166,0.0,0.0,10
7601,NS-IBTS,1995,3,30-08-1995 11:53:00 AM,53.25,2.7,33,0.4629963366400379,38.47346978054076,10
7602,NS-IBTS,1995,3,30-08-1995 12:08:00 PM,57.7667,8.75,210,0.0,0.0,10
7603,NS-IBTS,1995,3,30-08-1995 01:45:00 PM,53.3833,3.3833,29,2.432592942467278,38.46877962184718,10
7604,NS-IBTS,1995,3,30-08-1995 03:30:00 PM,58.0833,4.8,162,0.0,0.0,10
7605,NS-IBTS,1995,3,30-08-1995 04:43:00 PM,53.25,4.1167,27,0.30037161597758777,36.19632150729391,10
7606,NS-IBTS,1995,3,31-08-1995 05:24:00 AM,52.3,3.9167,26,0.002129632775103368,8.071332529289343,10
7607,NS-IBTS,1995,3,31-08-1995 05:33:00 AM,58.65,10.8333,83,0.0,0.0,10
7608,NS-IBTS,1995,3,31-08-1995 06:24:00 AM,57.7167,5.2333,111,0.0,1.922026344627606,10
7609,NS-IBTS,1995,3,31-08-1995 06:52:00 AM,52.3333,4.1833,24,0.0,5.310679453812765,10
7610,NS-IBTS,1995,3,31-08-1995 07:24:00 AM,58.5833,10.9,71,0.0,0.0,10
7611,NS-IBTS,1995,3,31-08-1995 08:31:00 AM,57.6833,4.7333,90,0.0,0.30088582645314865,10
7612,NS-IBTS,1995,3,31-08-1995 10:32:00 AM,58.5167,10.85,82,0.0,0.0,10
7613,NS-IBTS,1995,3,31-08-1995 12:28:00 PM,58.5,11.1167,58,0.0,14.780363632122606,10
7614,NS-IBTS,1995,3,31-08-1995 12:40:00 PM,57.7333,3.55,64,0.0,47.94989585177517,10
7615,NS-IBTS,1995,3,31-08-1995 01:56:00 PM,58.45,11.05,50,0.0,2.7640521396526028,10
7616,NS-IBTS,1995,3,31-08-1995 03:46:00 PM,58.35,10.85,136,0.0,0.0,10
7617,NS-IBTS,1995,3,31-08-1995 05:14:00 PM,58.3,10.9667,102,0.0,0.0,10
7455,NS-IBTS,1995,3,01-09-1995 05:11:00 AM,57.6833,10.95,31,0.1568869321158335,24.015125564445885,10
7456,NS-IBTS,1995,3,01-09-1995 06:19:00 AM,58.2667,2.7333,71,0.0,14.010603953266926,10
7457,NS-IBTS,1995,3,01-09-1995 10:28:00 AM,58.2833,1.45,114,0.0,0.29796719825219936,10
7458,NS-IBTS,1995,3,01-09-1995 02:01:00 PM,58.4167,0.75,147,0.0,0.06706029534514403,10
7459,NS-IBTS,1995,3,02-09-1995 06:28:00 AM,57.8167,1.5,90,0.0,2.487922843699495,10
7460,NS-IBTS,1995,3,02-09-1995 10:40:00 AM,57.5333,0.45,92,0.0,8.107438667765633,10
7461,NS-IBTS,1995,3,02-09-1995 03:07:00 PM,57.2,1.5,96,0.0,0.22322669336933013,10
7462,NS-IBTS,1995,3,03-09-1995 06:21:00 AM,57.3167,2.45,81,0.0,7.85293227165138,10
7463,NS-IBTS,1995,3,03-09-1995 09:27:00 AM,57.1167,3.15,65,0.0,55.16014233075044,10
7464,NS-IBTS,1995,3,03-09-1995 01:13:00 PM,56.7333,3.6,58,0.028159838997898857,41.296443703873415,10
7465,NS-IBTS,1995,3,04-09-1995 06:16:00 AM,56.7333,2.4833,71,0.0,36.421530209370346,10
7466,NS-IBTS,1995,3,04-09-1995 11:16:00 AM,55.8,2.45,80,0.0,29.714813084806256,10
7467,NS-IBTS,1995,3,04-09-1995 11:49:00 AM,57.5667,11.6333,39,0.0,2.388337970121365,10
7468,NS-IBTS,1995,3,04-09-1995 02:23:00 PM,57.3333,11.5833,63,0.0,0.27501406564057923,10
7469,NS-IBTS,1995,3,04-09-1995 03:33:00 PM,57.3167,11.5833,63,0.0,0.0,10
7470,NS-IBTS,1995,3,04-09-1995 05:25:00 PM,55.8333,1.15,76,0.0,38.98117015812726,10
7471,NS-IBTS,1995,3,05-09-1995 05:32:00 AM,56.8333,12.2333,36,0.0,7.793182771186711,10
7472,NS-IBTS,1995,3,05-09-1995 06:21:00 AM,55.8833,0.0833,84,0.0,15.786264732504181,10
7473,NS-IBTS,1995,3,05-09-1995 09:27:00 AM,56.5833,12.2,49,0.0,20.43502917185562,10
7474,NS-IBTS,1995,3,05-09-1995 11:24:00 AM,56.65,12.3,47,0.0,14.70501539017094,10
7475,NS-IBTS,1995,3,05-09-1995 11:44:00 AM,54.8667,0.2,78,0.0,17.687650123933103,10
7476,NS-IBTS,1995,3,05-09-1995 01:17:00 PM,56.55,12.55,24,2.282921691971985,56.919574238927325,10
7477,NS-IBTS,1995,3,05-09-1995 03:58:00 PM,56.3333,12.6,24,0.23987660608035227,18.825473376321604,10
7478,NS-IBTS,1995,3,05-09-1995 04:13:00 PM,54.9,-0.2833,74,0.0,16.23320669505884,10
7479,NS-IBTS,1995,3,06-09-1995 12:18:00 PM,56.2167,12.4167,24,0.0,55.26890314184237,10
7480,NS-IBTS,1995,3,06-09-1995 01:50:00 PM,56.3667,12.2667,32,0.0,77.1929874609336,10
7481,NS-IBTS,1995,3,06-09-1995 03:52:00 PM,56.35,11.9667,31,0.0,194.92884460129267,10
7482,NS-IBTS,1995,3,07-09-1995 05:25:00 AM,56.2333,10.9667,21,1.0535517513209012,55.64407636219444,10
7483,NS-IBTS,1995,3,07-09-1995 07:48:00 AM,56.45,11.0833,19,6.881046558087026,268.19715815035437,10
7484,NS-IBTS,1995,3,07-09-1995 11:21:00 AM,56.5833,11.8167,34,0.0,44.40637234535946,10
7485,NS-IBTS,1995,3,07-09-1995 01:15:00 PM,56.7833,11.8667,44,0.17834564698669275,40.551159750735124,10
7486,NS-IBTS,1995,3,07-09-1995 03:13:00 PM,56.9167,11.7,64,0.0,66.94205076542423,10
7492,NS-IBTS,1995,3,08-09-1995 04:17:00 AM,57.1833,12.0833,27,0.0,136.2369542324963,10
7493,NS-IBTS,1995,3,08-09-1995 05:30:00 AM,57.2667,11.9833,35,0.0,296.929957654701,10
7519,NS-IBTS,1995,3,18-09-1995 09:30:00 AM,57.6833,11.35,64,0.0,0.11887610705097316,10
7520,NS-IBTS,1995,3,18-09-1995 12:27:00 PM,57.3833,11.3167,39,0.6852227489488723,32.7331472904933,10
7521,NS-IBTS,1995,3,18-09-1995 02:51:00 PM,57.4667,10.8833,42,0.0,80.42501946562899,10
7525,NS-IBTS,1995,3,19-09-1995 05:33:00 AM,56.8667,12.3,25,0.0,322.05739068383747,10
7526,NS-IBTS,1995,3,19-09-1995 07:12:00 AM,57.0167,12.2,9,0.0,429.2989887562562,10
7527,NS-IBTS,1995,3,19-09-1995 09:33:00 AM,57.1,11.8333,55,0.0,9.468024585351522,10
7528,NS-IBTS,1995,3,19-09-1995 12:48:00 PM,57.1833,11.6667,80,0.0,3.3318449764868836,10
7529,NS-IBTS,1995,3,19-09-1995 02:30:00 PM,57.1833,11.45,67,0.0,7.270077723176158,10
7533,NS-IBTS,1995,3,20-09-1995 05:37:00 AM,57.8667,11.2167,60,0.0,0.0821250513107312,10
7534,NS-IBTS,1995,3,20-09-1995 07:12:00 AM,57.8167,11.0167,48,0.0,1.0339628952576003,10
7535,NS-IBTS,1995,3,20-09-1995 09:37:00 AM,58.0833,10.7333,230,0.0,0.0,10
7536,NS-IBTS,1995,3,20-09-1995 12:17:00 PM,58.0833,11.0667,140,0.0,0.5911526601040854,10
7537,NS-IBTS,1995,3,20-09-1995 03:21:00 PM,58.2167,11.2,62,0.0,0.37718570151977376,10
7777,NS-IBTS,1996,1,16-01-1996 11:26:00 AM,60.6,-1.85,108,0.0,0.14918534665587524,11
7778,NS-IBTS,1996,1,16-01-1996 03:26:00 PM,61.0167,1.2,128,0.0,0.0,11
7787,NS-IBTS,1996,1,17-01-1996 07:53:00 AM,61.2167,-0.2333,165,0.0,0.16549051015491437,11
7805,NS-IBTS,1996,1,20-01-1996 09:22:00 AM,54.7667,7.3667,26,0.0,1.221398772692694,11
7806,NS-IBTS,1996,1,20-01-1996 12:47:00 PM,54.6833,6.4667,40,0.0,2.237915021499677,11
7813,NS-IBTS,1996,1,21-01-1996 08:46:00 AM,55.1833,7.3833,22,0.0,1.967177635038936,11
7814,NS-IBTS,1996,1,21-01-1996 12:13:00 PM,55.2167,6.6667,40,0.006125573482192741,0.0,11
7815,NS-IBTS,1996,1,21-01-1996 03:55:00 PM,55.7667,6.4167,44,0.017260439748379472,7.23324287923176,11
7816,NS-IBTS,1996,1,21-01-1996 09:10:00 PM,60.15,-0.7833,150,0.0,0.0,11
7829,NS-IBTS,1996,1,22-01-1996 02:57:00 AM,60.7667,0.55,146,0.0,0.0,11
